   0.6000000E+01   0.1645329E+04   0.2312923E+03   0.3770321E-01   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2294410E+00   0.2284135E+04   0.0000000E+00   0.5093838E+05   0.3156121E+05   0.1826406E+06   0.3414162E+06   0.6311901E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6100000E+01   0.1706168E+04   0.3013388E+03   0.1511820E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.3116800E-01   0.0000000E+00   0.5459088E+00   0.2127289E+04   0.0000000E+00   0.5125133E+05   0.3431801E+05   0.1796399E+06   0.3414151E+06   0.6311881E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6200000E+01   0.1736208E+04   0.3373080E+03   0.1291281E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1077793E+01   0.0000000E+00   0.7247892E+00   0.2023067E+04   0.0000000E+00   0.5117038E+05   0.3565696E+05   0.1784318E+06   0.3414152E+06   0.6311882E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6300000E+01   0.1774890E+04   0.3024686E+03   0.7184661E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2176361E+02   0.2666738E+00   0.1096111E+01   0.1957759E+04   0.0000000E+00   0.5117248E+05   0.3758556E+05   0.1765030E+06   0.3414149E+06   0.6311876E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6400000E+01   0.1725429E+04   0.2001467E+03   0.1438116E+03   0.8047703E+00   0.5499204E+00   0.2751794E+00   0.0000000E+00   0.3714938E+02   0.1199127E+02   0.5251402E+02   0.1954827E+04   0.0000000E+00   0.5117358E+05   0.3894967E+05   0.1751390E+06   0.3414149E+06   0.6311878E+06   0.1379735E-02   0.0000000E+00   0.0000000E+00
   0.6500000E+01   0.1689610E+04   0.9804446E+02   0.1762220E+03   0.1952480E+01   0.2351580E+01   0.4338846E+00   0.0000000E+00   0.2242353E+02   0.1046663E+02   0.8528756E+02   0.1873377E+04   0.0000000E+00   0.5117488E+05   0.4017710E+05   0.1739116E+06   0.3414150E+06   0.6311879E+06   0.2146637E-02   0.2133115E-03   0.0000000E+00
   0.6600000E+01   0.1505058E+04   0.2468071E+02   0.1793042E+03   0.4102814E+01   0.3113867E+01   0.2667968E+01   0.0000000E+00   0.4110855E+02   0.2555051E+02   0.8050668E+02   0.1814893E+04   0.0000000E+00   0.5117816E+05   0.4444132E+05   0.1696474E+06   0.3414151E+06   0.6311881E+06   0.1320267E-01   0.4492701E-03   0.0000000E+00
   0.6700000E+01   0.1194013E+04   0.1083923E+02   0.2434772E+03   0.6574815E+01   0.3934110E+01   0.1843281E+02   0.0000000E+00   0.5425824E+02   0.2166735E+02   0.5077789E+02   0.1687537E+04   0.0000000E+00   0.5115443E+05   0.4520639E+05   0.1689205E+06   0.3414152E+06   0.6311882E+06   0.1681283E+00   0.3522893E-03   0.0000000E+00
   0.6800000E+01   0.7312393E+03   0.1681088E+01   0.3908049E+03   0.4849283E+01   0.6790759E+01   0.5018701E+02   0.0000000E+00   0.8283140E+02   0.3903843E+02   0.1194564E+02   0.1157388E+04   0.0000000E+00   0.5149522E+05   0.4523195E+05   0.1689365E+06   0.3413990E+06   0.6311876E+06   0.5701107E+00   0.5860770E-03   0.0000000E+00
   0.6900000E+01   0.1110065E+03   0.1028638E+00   0.5974125E+03   0.2930437E+01   0.2758983E+01   0.1071443E+03   0.0000000E+00   0.1186927E+03   0.1464857E+02   0.2235383E+01   0.1978057E+03   0.0000000E+00   0.5231421E+05   0.4523243E+05   0.1695910E+06   0.3407448E+06   0.6311878E+06   0.2880454E+01   0.1251970E+00   0.0000000E+00
