,flux,lam
349,1.617662521700671e-16,417.55
350,1.6171029854197444e-16,417.6
351,1.6165439065028935e-16,417.65
352,1.6159852892284837e-16,417.7
353,1.6154273151219615e-16,417.75
354,1.614869700635063e-16,417.8
355,1.6143125431595252e-16,417.85
356,1.613755847981531e-16,417.9
357,1.6131997953163576e-16,417.95
358,1.6126441026235675e-16,418.0
359,1.6120889179535644e-16,418.05
360,1.61153459737348e-16,418.1
361,1.6109815262172598e-16,418.15
362,1.6104289080361406e-16,418.2
363,1.6098766774737855e-16,418.25
364,1.609324374661691e-16,418.3
365,1.6087719727598285e-16,418.35
366,1.6082203445658093e-16,418.4
367,1.6076699809012317e-16,418.45
368,1.6071202047305512e-16,418.5
369,1.6065710518599389e-16,418.55
370,1.6060221256777063e-16,418.6
371,1.605473470476314e-16,418.65
372,1.604925383904235e-16,418.7
373,1.6043781216927285e-16,418.75
374,1.6038311170025334e-16,418.8
375,1.603297739260306e-16,418.85
376,1.6028688005344642e-16,418.9
377,1.6025960872633702e-16,418.95
378,1.602347556860218e-16,419.0
379,1.6020996827407265e-16,419.05
380,1.6018523055073505e-16,419.1
381,1.6016056538495623e-16,419.15
382,1.6013600397740992e-16,419.2
383,1.6011158859216379e-16,419.25
384,1.6008723519846215e-16,419.3
385,1.6006295083219783e-16,419.35
386,1.6003874331537705e-16,419.4
387,1.6001464323017292e-16,419.45
388,1.599906126133532e-16,419.5
389,1.599666710493632e-16,419.55
390,1.5994280949877028e-16,419.6
391,1.5991905527393613e-16,419.65
392,1.5989537059310501e-16,419.7
393,1.598717748894899e-16,419.75
394,1.5984825930513955e-16,419.8
395,1.5982485094068558e-16,419.85
396,1.5980151219585665e-16,419.9
397,1.5977826411264954e-16,419.95
398,1.5975510986524614e-16,420.0
399,1.597320827446562e-16,420.05
400,1.5970912835976293e-16,420.1
401,1.5968626456591296e-16,420.15
402,1.5966349473895183e-16,420.2
403,1.5964085190772487e-16,420.25
404,1.5961828188278153e-16,420.3
405,1.595958023782999e-16,420.35
406,1.5957341697179782e-16,420.4
407,1.595511584299451e-16,420.45
408,1.5952897276496587e-16,420.5
409,1.5950687577471535e-16,420.55
410,1.594848593272457e-16,420.6
411,1.594629514538473e-16,420.65
412,1.594411272014951e-16,420.7
413,1.59419413252984e-16,420.75
414,1.5939779668745036e-16,420.8
415,1.593746488024246e-16,420.85
416,1.5933881051050954e-16,420.9
417,1.5928456328192804e-16,420.95
418,1.5922765897720535e-16,421.0
419,1.5917096247843452e-16,421.05
420,1.591143648784955e-16,421.1
421,1.5905787022958732e-16,421.15
422,1.5900141816796125e-16,421.2
423,1.5894502017159648e-16,421.25
424,1.5888873839178384e-16,421.3
425,1.5883262617503517e-16,421.35
426,1.58776620742392e-16,421.4
427,1.5872074331663182e-16,421.45
428,1.5866495292039644e-16,421.5
429,1.586092724446703e-16,421.55
430,1.585536898561156e-16,421.6
431,1.584982333454858e-16,421.65
432,1.5844285013523329e-16,421.7
433,1.583875569511889e-16,421.75
434,1.5833235878281705e-16,421.8
435,1.5827729560088016e-16,421.85
436,1.582223750408787e-16,421.9
437,1.5816763425056688e-16,421.95
438,1.581129342557806e-16,422.0
439,1.5805826852526326e-16,422.05
440,1.5800371678787897e-16,422.1
441,1.5794933392768045e-16,422.15
442,1.5789505829542432e-16,422.2
443,1.5784091016572013e-16,422.25
444,1.5778684944886302e-16,422.3
445,1.5773289098707315e-16,422.35
446,1.576789752638825e-16,422.4
447,1.5762511354544719e-16,422.45
448,1.5757136919351379e-16,422.5
449,1.575177970269443e-16,422.55
450,1.5746436018718112e-16,422.6
451,1.5741108448346128e-16,422.65
452,1.573578604808405e-16,422.7
453,1.5730468497597214e-16,422.75
454,1.572515852340954e-16,422.8
455,1.5719941603968325e-16,422.85
456,1.571536069311668e-16,422.9
457,1.5711672130683087e-16,422.95
458,1.57081210824158e-16,423.0
459,1.5704575063964529e-16,423.05
460,1.570103803937319e-16,423.1
461,1.5697513340151503e-16,423.15
462,1.5693994622524826e-16,423.2
463,1.5690483077953062e-16,423.25
464,1.5686982240016823e-16,423.3
465,1.5683496042652794e-16,423.35
466,1.5680018935018517e-16,423.4
467,1.5676552358739868e-16,423.45
468,1.5673092880593213e-16,423.5
469,1.5669642341516532e-16,423.55
470,1.566620142205336e-16,423.6
471,1.5662773349904363e-16,423.65
472,1.565935549386083e-16,423.7
473,1.5655949922322273e-16,423.75
474,1.5652550346001581e-16,423.8
475,1.5649157558953493e-16,423.85
476,1.5645772706492728e-16,423.9
477,1.564239910325808e-16,423.95
478,1.5639038263091205e-16,424.0
479,1.5635693402338012e-16,424.05
480,1.5632353718764226e-16,424.1
481,1.5629019427096227e-16,424.15
482,1.5625697035041882e-16,424.2
483,1.562239116376652e-16,424.25
484,1.5619094716544296e-16,424.3
485,1.5615808940096733e-16,424.35
486,1.5612531712390474e-16,424.4
487,1.56092651504129e-16,424.45
488,1.5606007142222996e-16,424.5
489,1.560275998231903e-16,424.55
490,1.5599522800322006e-16,424.6
491,1.5596298405090412e-16,424.65
492,1.5593084286517416e-16,424.7
493,1.558988313676229e-16,424.75
494,1.5586693691317834e-16,424.8
495,1.5583186882029682e-16,424.85
496,1.5577182155250576e-16,424.9
497,1.5567771821908916e-16,424.95
498,1.555786466072407e-16,425.0
499,1.554797863114262e-16,425.05
500,1.5538094381928915e-16,425.1
501,1.552821027601434e-16,425.15
502,1.5518341571963453e-16,425.2
503,1.5508495107471924e-16,425.25
504,1.5498658982701257e-16,425.3
505,1.5488833667844743e-16,425.35
506,1.5479018381346254e-16,425.4
507,1.5469215643272746e-16,425.45
508,1.5459421799862909e-16,425.5
509,1.5449638566651095e-16,425.55
510,1.5439863942725743e-16,425.6
511,1.5430099923951184e-16,425.65
512,1.5420344519510694e-16,425.7
513,1.5410600858962887e-16,425.75
514,1.5400874423080536e-16,425.8
515,1.5391169196629725e-16,425.85
516,1.5381467153720663e-16,425.9
517,1.537176721328502e-16,425.95
518,1.53620830769396e-16,426.0
519,1.5352419930874985e-16,426.05
520,1.5342758524799948e-16,426.1
521,1.533309730240446e-16,426.15
522,1.5323451623205127e-16,426.2
523,1.5313827865486061e-16,426.25
524,1.5304213042299166e-16,426.3
525,1.529460725139886e-16,426.35
526,1.5285012705587396e-16,426.4
527,1.5275432373268483e-16,426.45
528,1.5265859828422054e-16,426.5
529,1.5256295923998364e-16,426.55
530,1.5246740391693509e-16,426.6
531,1.5237195414061776e-16,426.65
532,1.5227659101245956e-16,426.7
533,1.5218134496988414e-16,426.75
534,1.520862724360184e-16,426.8
535,1.519921958447952e-16,426.85
536,1.5190403008341152e-16,426.9
537,1.518236594165842e-16,426.95
538,1.517446264258324e-16,427.0
539,1.5166583462819908e-16,427.05
540,1.5158716423397275e-16,427.1
541,1.5150861242638944e-16,427.15
542,1.514301068242946e-16,427.2
543,1.5135166081722049e-16,427.25
544,1.5127338037357856e-16,427.3
545,1.5119532356878388e-16,427.35
546,1.511173999915169e-16,427.4
547,1.510396236143614e-16,427.45
548,1.5096196911026852e-16,427.5
549,1.5088445783209492e-16,427.55
550,1.5080703935902598e-16,427.6
551,1.5072973960778788e-16,427.65
552,1.5065262908331753e-16,427.7
553,1.5057575097047897e-16,427.75
554,1.504989362008728e-16,427.8
555,1.5042217124481338e-16,427.85
556,1.5034549961907207e-16,427.9
557,1.5026896367111996e-16,427.95
558,1.5019260558786142e-16,428.0
559,1.5011646833077497e-16,428.05
560,1.5004045009294994e-16,428.1
561,1.4996454776796022e-16,428.15
562,1.498886771043907e-16,428.2
563,1.4981284905213332e-16,428.25
564,1.4973719972561979e-16,428.3
565,1.4966178784793055e-16,428.35
566,1.4958648329415384e-16,428.4
567,1.495112873272488e-16,428.45
568,1.4943620828337316e-16,428.5
569,1.4936127368495856e-16,428.55
570,1.49286447041737e-16,428.6
571,1.4921175376095944e-16,428.65
572,1.4913722450280025e-16,428.7
573,1.490628883612414e-16,428.75
574,1.4898860987054806e-16,428.8
575,1.4890835789993413e-16,428.85
576,1.487834839291052e-16,428.9
577,1.4860147357077117e-16,428.95
578,1.4841153847204427e-16,429.0
579,1.4822240917982776e-16,429.05
580,1.480336313744082e-16,429.1
581,1.4784523708299254e-16,429.15
582,1.4765749338935106e-16,429.2
583,1.4747057648907818e-16,429.25
584,1.4728417389622798e-16,429.3
585,1.4709833788852129e-16,429.35
586,1.469130067378135e-16,429.4
587,1.467282775585697e-16,429.45
588,1.4654404433166134e-16,429.5
589,1.4636039396647258e-16,429.55
590,1.461772370332433e-16,429.6
591,1.4599466067407992e-16,429.65
592,1.4581256319528847e-16,429.7
593,1.4563104929655155e-16,429.75
594,1.4545017507096513e-16,429.8
595,1.4527004851394684e-16,429.85
596,1.4509028071205127e-16,429.9
597,1.4491090635049916e-16,429.95
598,1.5221403241157532e-16,430.0
599,1.5218896144069732e-16,430.05
600,1.521639361628331e-16,430.1
601,1.521389564848505e-16,430.15
602,1.521140234079212e-16,430.2
603,1.5208913477836177e-16,430.25
604,1.5206429136451333e-16,430.3
605,1.5203949367860335e-16,430.35
606,1.5201474103378132e-16,430.4
607,1.51990032591857e-16,430.45
608,1.5196536907460542e-16,430.5
609,1.5194074995815756e-16,430.55
610,1.5191617530072108e-16,430.6
611,1.5189164471812547e-16,430.65
612,1.5186715888557956e-16,430.7
613,1.5184271557955074e-16,430.75
614,1.518183173495345e-16,430.8
615,1.517939626122825e-16,430.85
616,1.5176965011050927e-16,430.9
617,1.5174538182327525e-16,430.95
618,1.517211566329934e-16,431.0
619,1.516969739808701e-16,431.05
620,1.5167283465852962e-16,431.1
621,1.5164873704779896e-16,431.15
622,1.516246824641712e-16,431.2
623,1.516006696270779e-16,431.25
624,1.5157669938635084e-16,431.3
625,1.5155277157900855e-16,431.35
626,1.5152888492448257e-16,431.4
627,1.5150504094781354e-16,431.45
628,1.5148123675025999e-16,431.5
629,1.5145747537026184e-16,431.55
630,1.5143375461921097e-16,431.6
631,1.5141007442725825e-16,431.65
632,1.513864355045371e-16,431.7
633,1.5136283721076328e-16,431.75
634,1.5133927949937062e-16,431.8
635,1.513157616951503e-16,431.85
636,1.5129228435689586e-16,431.9
637,1.512688476475887e-16,431.95
638,1.512454512761906e-16,432.0
639,1.5122209286782892e-16,432.05
640,1.5119877514662222e-16,432.1
641,1.5117549626156687e-16,432.15
642,1.5115225749323146e-16,432.2
643,1.511290565482341e-16,432.25
644,1.5110589463729413e-16,432.3
645,1.510827724589035e-16,432.35
646,1.5105968763818966e-16,432.4
647,1.5103664258494974e-16,432.45
648,1.5101363514550031e-16,432.5
649,1.5099066522670913e-16,432.55
650,1.5096773416735234e-16,432.6
651,1.5094484041910618e-16,432.65
652,1.5092198459897192e-16,432.7
653,1.5089916599681603e-16,432.75
654,1.508763847523369e-16,432.8
655,1.5085363971302287e-16,432.85
656,1.508309330441989e-16,432.9
657,1.5080826127668842e-16,432.95
658,1.5078562799608337e-16,433.0
659,1.507630305713974e-16,433.05
660,1.5074046867666766e-16,433.1
661,1.5071794387185947e-16,433.15
662,1.5069545451551675e-16,433.2
663,1.506730010150932e-16,433.25
664,1.5065058346372098e-16,433.3
665,1.506282012211159e-16,433.35
666,1.5060585354221986e-16,433.4
667,1.5058354182401676e-16,433.45
668,1.5056126525161144e-16,433.5
669,1.505390225114121e-16,433.55
670,1.505168152075635e-16,433.6
671,1.504946536297714e-16,433.65
672,1.504729268960782e-16,433.7
673,1.5046005890979524e-16,433.75
674,1.5056393915781896e-16,433.8
675,1.515779546082376e-16,433.85
676,1.5661417643015703e-16,433.9
677,1.707481092916281e-16,433.95
678,1.913933576647313e-16,434.0
679,2.0119665927088156e-16,434.05
680,1.891016672615436e-16,434.1
681,1.684891744764748e-16,434.15
682,1.55514487674524e-16,434.2
683,1.511665511671503e-16,434.25
684,1.5031178566145005e-16,434.3
685,1.501946345593233e-16,434.35
686,1.5016635459234804e-16,434.4
687,1.5014443217499155e-16,434.45
688,1.5012281319142803e-16,434.5
689,1.5010123117937224e-16,434.55
690,1.5007968173595801e-16,434.6
691,1.500581632368267e-16,434.65
692,1.500366759253666e-16,434.7
693,1.5001521974336357e-16,434.75
694,1.4999379278160631e-16,434.8
695,1.4997239782242107e-16,434.85
696,1.499510323512368e-16,434.9
697,1.4992969738086687e-16,434.95
698,1.499083921662532e-16,435.0
699,1.498871166142635e-16,435.05
700,1.4986587187740954e-16,435.1
701,1.498446553712711e-16,435.15
702,1.498234687256627e-16,435.2
703,1.4980231147492305e-16,435.25
704,1.49781182827428e-16,435.3
705,1.4976008358644323e-16,435.35
706,1.4973901222692803e-16,435.4
707,1.4971796931931748e-16,435.45
708,1.4969695607433096e-16,435.5
709,1.4967596926726402e-16,435.55
710,1.4965501186670736e-16,435.6
711,1.4963408197509127e-16,435.65
712,1.496131789754145e-16,435.7
713,1.495923044043594e-16,435.75
714,1.4957145741211374e-16,435.8
715,1.4955063683691487e-16,435.85
716,1.4952984356770922e-16,435.9
717,1.4950908641727236e-16,435.95
718,1.4948858776157543e-16,436.0
719,1.4947205640462548e-16,436.05
720,1.4949522947374656e-16,436.1
721,1.4975011428441401e-16,436.15
722,1.5074208614581376e-16,436.2
723,1.5277928849721896e-16,436.25
724,1.5466972925991067e-16,436.3
725,1.5444708418600693e-16,436.35
726,1.5234432303173513e-16,436.4
727,1.5040342694498908e-16,436.45
728,1.4952912573299205e-16,436.5
729,1.4929596261198706e-16,436.55
730,1.4924437526247028e-16,436.6
731,1.4922122816511354e-16,436.65
732,1.4920069904032895e-16,436.7
733,1.4918033484440133e-16,436.75
734,1.4916000022902875e-16,436.8
735,1.4913968925830854e-16,436.85
736,1.4911940277088439e-16,436.9
737,1.4909913818119096e-16,436.95
738,1.4907889817841353e-16,437.0
739,1.4905868185451256e-16,437.05
740,1.4903848838293925e-16,437.1
741,1.4901831652969124e-16,437.15
742,1.4899816913530234e-16,437.2
743,1.4897804426727815e-16,437.25
744,1.4895794102922082e-16,437.3
745,1.4893786086468028e-16,437.35
746,1.4891780186444523e-16,437.4
747,1.4889776533236729e-16,437.45
748,1.488777504535392e-16,437.5
749,1.488577578100376e-16,437.55
750,1.4883778566727417e-16,437.6
751,1.4881783567834646e-16,437.65
752,1.487979060038924e-16,437.7
753,1.4877799845999105e-16,437.75
754,1.4875811110250652e-16,437.8
755,1.487382442341186e-16,437.85
756,1.4871839876286686e-16,437.9
757,1.4869857250014322e-16,437.95
758,1.4867876793723556e-16,438.0
759,1.4865898176794873e-16,438.05
760,1.4863921615760775e-16,438.1
761,1.4861947108292955e-16,438.15
762,1.4859974388964476e-16,438.2
763,1.4858003784902395e-16,438.25
764,1.4856034989934416e-16,438.3
765,1.485406816704199e-16,438.35
766,1.4852103200973942e-16,438.4
767,1.4850140132475644e-16,438.45
768,1.4848178854444999e-16,438.5
769,1.4846219498431313e-16,438.55
770,1.484426200273447e-16,438.6
771,1.484230624861084e-16,438.65
772,1.4840352275641634e-16,438.7
773,1.4838400171138347e-16,438.75
774,1.4836449733702468e-16,438.8
775,1.4834501059958714e-16,438.85
776,1.4832554218592124e-16,438.9
777,1.483060902450234e-16,438.95
778,1.4828665483510123e-16,439.0
779,1.482672378071584e-16,439.05
780,1.4824783591320739e-16,439.1
781,1.4822845110902565e-16,439.15
782,1.482090829173103e-16,439.2
783,1.4818973038345577e-16,439.25
784,1.4817039503250272e-16,439.3
785,1.481510753859766e-16,439.35
786,1.4813177088508382e-16,439.4
