,flux,lam
380,9.978398855663122e-17,417.11499999999995
381,9.975271645492313e-17,417.15999999999997
382,9.972146507270401e-17,417.2049999999999
383,9.969029204424843e-17,417.25
384,9.965912544145717e-17,417.29499999999996
385,9.962794316791324e-17,417.34
386,9.959675869784119e-17,417.38499999999993
387,9.956565566322887e-17,417.42999999999995
388,9.953459688701854e-17,417.475
389,9.950356653453757e-17,417.52
390,9.94725713920742e-17,417.56499999999994
391,9.94415874289554e-17,417.60999999999996
392,9.941063323370987e-17,417.6549999999999
393,9.937968598867269e-17,417.7
394,9.934877060968498e-17,417.745
395,9.931786300050566e-17,417.78999999999996
396,9.928700004313636e-17,417.8349999999999
397,9.925615377282385e-17,417.87999999999994
398,9.922533097585633e-17,417.925
399,9.919452712804176e-17,417.96999999999997
400,9.916374540942821e-17,418.015
401,9.913300440854453e-17,418.05999999999995
402,9.910227222655723e-17,418.1049999999999
403,9.907157138607534e-17,418.15
404,9.904088339692208e-17,418.195
405,9.901028943228517e-17,418.23999999999995
406,9.897971985894533e-17,418.28499999999997
407,9.894917743075878e-17,418.3299999999999
408,9.891864975537284e-17,418.375
409,9.888811260541051e-17,418.41999999999996
410,9.885756371877565e-17,418.465
411,9.882704804233434e-17,418.50999999999993
412,9.879662166951306e-17,418.55499999999995
413,9.876620818080436e-17,418.6
414,9.873584249116992e-17,418.645
415,9.870548558764785e-17,418.68999999999994
416,9.867514356806251e-17,418.73499999999996
417,9.864480722010941e-17,418.7799999999999
418,9.861451781884639e-17,418.825
419,9.858426631588918e-17,418.87
420,9.855402218933231e-17,418.91499999999996
421,9.852379163535204e-17,418.9599999999999
422,9.849663569616898e-17,419.00499999999994
423,9.848162459034361e-17,419.05
424,9.846786327622368e-17,419.09499999999997
425,9.84541489743619e-17,419.14
426,9.844044745826068e-17,419.18499999999995
427,9.842678665988936e-17,419.2299999999999
428,9.841314799071903e-17,419.275
429,9.839957564358377e-17,419.32
430,9.838608545315624e-17,419.36499999999995
431,9.837261211370555e-17,419.40999999999997
432,9.835918342606484e-17,419.4549999999999
433,9.834577047474488e-17,419.5
434,9.83324371885486e-17,419.54499999999996
435,9.831912045827305e-17,419.59
436,9.830586326374427e-17,419.63499999999993
437,9.829262839512048e-17,419.67999999999995
438,9.827945220985939e-17,419.725
439,9.826632339748051e-17,419.77
440,9.825322409070297e-17,419.81499999999994
441,9.82401790742319e-17,419.85999999999996
442,9.822715507230582e-17,419.9049999999999
443,9.821420942414333e-17,419.95
444,9.820127823372546e-17,419.995
445,9.818840972631852e-17,420.03999999999996
446,9.817555885670437e-17,420.0849999999999
447,9.816278942255001e-17,420.12999999999994
448,9.815006424679761e-17,420.175
449,9.813737696935098e-17,420.21999999999997
450,9.81247366385945e-17,420.265
451,9.811212968195158e-17,420.30999999999995
452,9.809961202892874e-17,420.3549999999999
453,9.80871099155226e-17,420.4
454,9.80746715342154e-17,420.445
455,9.80622486925249e-17,420.48999999999995
456,9.804991515445453e-17,420.53499999999997
457,9.80376149904977e-17,420.5799999999999
458,9.802536177323096e-17,420.625
459,9.801314645427002e-17,420.66999999999996
460,9.800096801731076e-17,420.715
461,9.798885744323463e-17,420.75999999999993
462,9.797676817875947e-17,420.80499999999995
463,9.796475726804788e-17,420.85
464,9.795276402791312e-17,420.895
465,9.79408648122947e-17,420.93999999999994
466,9.792871617599279e-17,420.98499999999996
467,9.790399933373777e-17,421.0299999999999
468,9.787245194476898e-17,421.075
469,9.784099930156464e-17,421.12
470,9.780966402508568e-17,421.16499999999996
471,9.777835677892797e-17,421.2099999999999
472,9.77471239524537e-17,421.25499999999994
473,9.771590053498779e-17,421.3
474,9.768470898357142e-17,421.34499999999997
475,9.76535292999636e-17,421.39
476,9.762246868784923e-17,421.43499999999995
477,9.759145259640892e-17,421.4799999999999
478,9.756050692500376e-17,421.525
479,9.752961810105731e-17,421.57
480,9.749876615911251e-17,421.61499999999995
481,9.746798208005086e-17,421.65999999999997
482,9.743722327745436e-17,421.7049999999999
483,9.74065584993741e-17,421.75
484,9.737590978545467e-17,421.79499999999996
485,9.734532375454612e-17,421.84
486,9.731475536143032e-17,421.88499999999993
487,9.728426840377431e-17,421.92999999999995
488,9.725382570452026e-17,421.975
489,9.722346827645422e-17,422.02
490,9.719321647844097e-17,422.06499999999994
491,9.716297051598003e-17,422.10999999999996
492,9.713273943745574e-17,422.1549999999999
493,9.710253042256445e-17,422.2
494,9.707244887187102e-17,422.245
495,9.704239348281085e-17,422.28999999999996
496,9.701242739737073e-17,422.3349999999999
497,9.698249471882816e-17,422.37999999999994
498,9.695262072364824e-17,422.425
499,9.692279410135051e-17,422.46999999999997
500,9.689298223185352e-17,422.515
501,9.686319750750974e-17,422.55999999999995
502,9.683344510819147e-17,422.6049999999999
503,9.680381807489489e-17,422.65
504,9.677421674425552e-17,422.695
505,9.674474077963793e-17,422.73999999999995
506,9.671529714004581e-17,422.78499999999997
507,9.668588064560695e-17,422.8299999999999
508,9.665647890396872e-17,422.875
509,9.66271245352127e-17,422.91999999999996
510,9.659782884981938e-17,422.965
511,9.657104871364558e-17,423.00999999999993
512,9.655102588472612e-17,423.05499999999995
513,9.653138046523191e-17,423.1
514,9.651176691178721e-17,423.145
515,9.649216358695099e-17,423.18999999999994
516,9.647264956573489e-17,423.23499999999996
517,9.64531688858483e-17,423.2799999999999
518,9.643372341597927e-17,423.325
519,9.64143063698396e-17,423.37
520,9.639494095850233e-17,423.41499999999996
521,9.637567055520139e-17,423.4599999999999
522,9.635642205161346e-17,423.50499999999994
523,9.633725190178909e-17,423.55
524,9.631809620970939e-17,423.59499999999997
525,9.629900320064062e-17,423.64
526,9.627992782936464e-17,423.68499999999995
527,9.62609338935484e-17,423.7299999999999
528,9.624198421613417e-17,423.775
529,9.622309138617857e-17,423.82
530,9.62042689762582e-17,423.86499999999995
531,9.618546338453061e-17,423.90999999999997
532,9.616670244461307e-17,423.9549999999999
533,9.614795724101623e-17,424.0
534,9.612929170254307e-17,424.04499999999996
535,9.611064599839082e-17,424.09
536,9.609211936573206e-17,424.13499999999993
537,9.607363712261132e-17,424.17999999999995
538,9.605517835283558e-17,424.225
539,9.603673853221281e-17,424.27
540,9.601835772279272e-17,424.31499999999994
541,9.600008549398561e-17,424.35999999999996
542,9.598183545994757e-17,424.4049999999999
543,9.596366377967304e-17,424.45
544,9.59455081635593e-17,424.495
545,9.592743090120919e-17,424.53999999999996
546,9.590937494846002e-17,424.5849999999999
547,9.589138685859395e-17,424.62999999999994
548,9.587343565072955e-17,424.675
549,9.585554129032382e-17,424.71999999999997
550,9.583771734995332e-17,424.765
551,9.581992684926435e-17,424.80999999999995
552,9.580222565219547e-17,424.8549999999999
553,9.578454796125564e-17,424.9
554,9.576698180148894e-17,424.945
555,9.574799419298502e-17,424.98999999999995
556,9.570285550772821e-17,425.03499999999997
557,9.564798253117633e-17,425.0799999999999
558,9.559323865802228e-17,425.125
559,9.55385990052091e-17,425.16999999999996
560,9.548395197599562e-17,425.215
561,9.542929137420552e-17,425.25999999999993
562,9.537467411286537e-17,425.30499999999995
563,9.532022922980504e-17,425.35
564,9.526581004940202e-17,425.395
565,9.521146922276257e-17,425.43999999999994
566,9.515715000078013e-17,425.48499999999996
567,9.510291221425746e-17,425.5299999999999
568,9.504871868613665e-17,425.575
569,9.499457253089816e-17,425.62
570,9.494048505902238e-17,425.66499999999996
571,9.488642545354785e-17,425.7099999999999
572,9.483244026775676e-17,425.75499999999994
573,9.477847245748633e-17,425.8
574,9.472458431233966e-17,425.84499999999997
575,9.467071846031404e-17,425.89
576,9.461701633159195e-17,425.93499999999995
577,9.456337514832863e-17,425.9799999999999
578,9.450973396506524e-17,426.025
579,9.445609278180195e-17,426.07
580,9.440253273894234e-17,426.11499999999995
581,9.434912199442563e-17,426.15999999999997
582,9.429571052866086e-17,426.2049999999999
583,9.42422833921433e-17,426.25
584,9.418887231978655e-17,426.29499999999996
585,9.413563362570972e-17,426.34
586,9.408243974736295e-17,426.38499999999993
587,9.40293001593227e-17,426.42999999999995
588,9.397619007688366e-17,426.475
589,9.39231463164798e-17,426.52
590,9.387018471278368e-17,426.56499999999994
591,9.381724550056064e-17,426.60999999999996
592,9.376436582408428e-17,426.6549999999999
593,9.371150270352858e-17,426.7
594,9.36587192480967e-17,426.745
595,9.360595316818556e-17,426.78999999999996
596,9.355326150795789e-17,426.8349999999999
597,9.350059791083546e-17,426.87999999999994
598,9.344806341711088e-17,426.925
599,9.339563314372716e-17,426.96999999999997
600,9.334619768888101e-17,427.015
601,9.330227270014388e-17,427.05999999999995
602,9.325851510651843e-17,427.1049999999999
603,9.321494556192558e-17,427.15
604,9.317140493282207e-17,427.195
605,9.312795832823494e-17,427.23999999999995
606,9.308453611494492e-17,427.28499999999997
607,9.304114104680814e-17,427.3299999999999
608,9.299776073147193e-17,427.375
609,9.295448463647662e-17,427.41999999999996
610,9.291133764487921e-17,427.465
611,9.28682297973796e-17,427.50999999999993
612,9.282522613743681e-17,427.55499999999995
613,9.278224680322303e-17,427.6
614,9.273937900018245e-17,427.645
615,9.269653388367094e-17,427.68999999999994
616,9.265376318684282e-17,427.73499999999996
617,9.261102058590401e-17,427.7799999999999
618,9.256841882503556e-17,427.825
619,9.252593075908443e-17,427.87
620,9.248345744593396e-17,427.91499999999996
621,9.244101127793676e-17,427.9599999999999
622,9.239858950123667e-17,428.00499999999994
623,9.235626174905283e-17,428.05
624,9.23139613059423e-17,428.09499999999997
625,9.227183324111167e-17,428.14
626,9.222975058212316e-17,428.18499999999995
627,9.218774935859439e-17,428.2299999999999
628,9.214579239346757e-17,428.275
629,9.210384490291726e-17,428.32
630,9.206190914903951e-17,428.36499999999995
631,9.202003991390078e-17,428.40999999999997
632,9.197834928600226e-17,428.4549999999999
633,9.193668177082472e-17,428.5
634,9.189509392077095e-17,428.54499999999996
635,9.185352508543802e-17,428.59
636,9.181206043766188e-17,428.63499999999993
637,9.177063477006356e-17,428.67999999999995
638,9.172927952250034e-17,428.725
639,9.168798112239584e-17,428.77
640,9.164675648629472e-17,428.81499999999994
641,9.160566757595984e-17,428.85999999999996
642,9.156458954991348e-17,428.9049999999999
643,9.152354286537244e-17,428.95
644,9.147763355937624e-17,428.995
645,9.138425754339222e-17,429.03999999999996
646,9.1278877993097e-17,429.0849999999999
647,9.117405491844333e-17,429.12999999999994
648,9.106953427620332e-17,429.175
649,9.09651652271865e-17,429.21999999999997
650,9.086098396493028e-17,429.265
651,9.075703038756454e-17,429.30999999999995
652,9.065368705160283e-17,429.3549999999999
653,9.055044901785372e-17,429.4
654,9.04476411757726e-17,429.445
655,9.034492880070384e-17,429.48999999999995
656,9.024264805979894e-17,429.53499999999997
657,9.014052891123741e-17,429.5799999999999
658,9.00387383895068e-17,429.625
659,8.993721315591657e-17,429.66999999999996
660,8.98358944615358e-17,429.715
661,8.973495579930052e-17,429.75999999999993
662,8.963413250396649e-17,429.80499999999995
663,8.953373231895575e-17,429.85
664,8.943343655098998e-17,429.895
665,8.933373627162754e-17,429.93999999999994
666,8.923419174905628e-17,429.98499999999996
667,8.913487796028758e-17,430.0299999999999
668,8.903568957032446e-17,430.075
669,8.893685173968964e-17,430.12
670,8.883844816593878e-17,430.16499999999996
671,8.874013445313602e-17,430.2099999999999
672,8.864205888332019e-17,430.25499999999994
673,8.85440946807573e-17,430.3
674,8.844672000010968e-17,430.34499999999997
675,8.834946488271556e-17,430.39
676,8.825259674767516e-17,430.43499999999995
677,8.815587351792146e-17,430.4799999999999
678,8.805945544165355e-17,430.525
679,8.796328370437318e-17,430.57
680,8.786730375350157e-17,430.61499999999995
681,8.77716766896222e-17,430.65999999999997
682,8.76761604356679e-17,430.7049999999999
683,8.758105162128415e-17,430.75
684,8.748602473412034e-17,430.79499999999996
685,8.739138961577447e-17,430.84
686,8.729685927509748e-17,430.88499999999993
687,8.720258681337631e-17,430.92999999999995
688,8.710845450326137e-17,430.975
689,8.695835587014463e-17,431.02
690,8.673892871234008e-17,431.06499999999994
691,8.652058775407345e-17,431.10999999999996
692,8.63056849851807e-17,431.1549999999999
693,8.609171242954623e-17,431.2
694,8.588218518781238e-17,431.245
695,8.567360946893818e-17,431.28999999999996
696,8.546885892179163e-17,431.3349999999999
697,8.526554001920682e-17,431.37999999999994
698,8.506499097134081e-17,431.425
699,8.486667792351389e-17,431.46999999999997
700,8.467044502058254e-17,431.515
701,8.447803958425887e-17,431.55999999999995
702,8.428674477155424e-17,431.6049999999999
703,8.409950868380365e-17,431.65
704,8.391310793241177e-17,431.695
705,8.373079724747972e-17,431.73999999999995
706,8.3549604824839e-17,431.78499999999997
707,8.337222629622946e-17,431.8299999999999
