composite,defagn,defstarform,galname
False,False,True,ECO02707
False,False,True,ECO02708
False,False,True,ECO02709
True,False,False,ECO02710
False,False,True,ECO02711
False,False,True,ECO02712
False,False,True,ECO02713
False,False,True,ECO02714
False,False,True,ECO02715
False,False,True,ECO02716
False,True,False,ECO02718
False,False,True,ECO02719
False,False,True,ECO02720
False,False,True,ECO02721
False,False,True,ECO02722
False,False,True,ECO02723
False,False,True,ECO02724
False,False,True,ECO02725
False,False,True,ECO02726
False,False,True,ECO02727
True,False,False,ECO02729
False,False,True,ECO02730
False,False,True,ECO02731
False,False,True,ECO02732
False,False,True,ECO02733
False,False,True,ECO02734
False,False,True,ECO02735
True,False,False,ECO02736
False,False,True,ECO02739
False,True,False,ECO02740
False,False,True,ECO02741
False,False,True,ECO02742
False,False,True,ECO02743
False,False,True,ECO02744
False,False,True,ECO02745
False,False,True,ECO02746
False,False,True,ECO02748
False,False,True,ECO02749
False,False,True,ECO02752
False,False,True,ECO02753
False,False,True,ECO02754
False,True,False,ECO02755
False,False,True,ECO02756
False,True,False,ECO02757
False,False,True,ECO02759
False,False,True,ECO02760
False,False,True,ECO02761
True,False,False,ECO02762
False,False,True,ECO02763
False,False,True,ECO02764
False,False,True,ECO02765
False,False,True,ECO02766
False,False,True,ECO02767
True,False,False,ECO02768
False,False,True,ECO02769
False,False,True,ECO02770
True,False,False,ECO02771
True,False,False,ECO02772
True,False,False,ECO02774
False,False,True,ECO02775
False,False,True,ECO02777
False,True,False,ECO02778
False,False,True,ECO02779
False,False,True,ECO02781
False,False,True,ECO02782
True,False,False,ECO02783
False,True,False,ECO02784
False,False,True,ECO02787
False,False,True,ECO02788
False,False,True,ECO02789
False,False,True,ECO02790
False,False,True,ECO02791
False,False,True,ECO02792
False,False,True,ECO02793
False,False,True,ECO02796
False,False,True,ECO02801
False,False,True,ECO02802
False,False,True,ECO02804
False,False,True,ECO02805
True,False,False,ECO02806
False,False,True,ECO02810
False,False,True,ECO02813
False,False,True,ECO02814
True,False,False,ECO02815
False,False,True,ECO02816
False,False,True,ECO02817
False,False,True,ECO02818
False,False,True,ECO02819
False,False,True,ECO02820
False,False,True,ECO02821
False,False,True,ECO02822
False,False,True,ECO02823
False,False,True,ECO02827
True,False,False,ECO02828
False,True,False,ECO02830
False,False,True,ECO02832
False,False,True,ECO02833
False,False,True,ECO02834
False,False,True,ECO02837
False,True,False,ECO02838
False,False,True,ECO02840
True,False,False,ECO02841
False,False,True,ECO02842
False,False,True,ECO02843
False,False,True,ECO02844
False,False,True,ECO02845
False,False,True,ECO02846
False,False,True,ECO02847
False,False,True,ECO02848
False,False,True,ECO02849
False,False,True,ECO02851
False,True,False,ECO02852
False,False,True,ECO02853
True,False,False,ECO02854
False,True,False,ECO02857
False,False,True,ECO02858
False,False,True,ECO02859
False,False,True,ECO02860
False,False,True,ECO02862
False,False,True,ECO02863
False,False,True,ECO02864
False,False,True,ECO02865
False,False,True,ECO02867
False,False,True,ECO02868
False,False,True,ECO02870
False,False,True,ECO02871
False,False,True,ECO02872
True,False,False,ECO02873
False,False,True,ECO02875
False,False,True,ECO02876
False,False,True,ECO02877
False,False,True,ECO02878
False,False,True,ECO02879
False,False,True,ECO02880
False,False,True,ECO02881
False,False,True,ECO02882
False,True,False,ECO02883
True,False,False,ECO02884
False,False,True,ECO02885
True,False,False,ECO02886
False,False,True,ECO02887
False,False,True,ECO02888
False,False,True,ECO02889
False,False,True,ECO02890
False,False,True,ECO02891
False,False,True,ECO02892
False,False,True,ECO02893
False,False,True,ECO02894
False,False,True,ECO02899
False,False,True,ECO02900
False,False,True,ECO02901
False,True,False,ECO02902
False,True,False,ECO02903
True,False,False,ECO02904
False,True,False,ECO02905
False,True,False,ECO02907
False,False,True,ECO02908
False,True,False,ECO02909
False,False,True,ECO02910
False,False,True,ECO02911
False,True,False,ECO02912
True,False,False,ECO02913
False,False,True,ECO02914
False,False,True,ECO02915
False,False,True,ECO02916
False,True,False,ECO02917
False,False,True,ECO02918
True,False,False,ECO02920
True,False,False,ECO02922
False,True,False,ECO02923
False,False,True,ECO02924
False,True,False,ECO02925
False,True,False,ECO02926
False,False,True,ECO02928
False,False,True,ECO02929
True,False,False,ECO02930
False,False,True,ECO02931
False,False,True,ECO02932
False,False,True,ECO02933
False,False,True,ECO02934
False,False,True,ECO02936
False,True,False,ECO02937
False,False,True,ECO02938
False,False,True,ECO02942
False,False,True,ECO02944
False,False,True,ECO02946
True,False,False,ECO02947
False,False,True,ECO02948
True,False,False,ECO02949
False,False,True,ECO02950
False,False,True,ECO02952
False,True,False,ECO02953
False,False,True,ECO02954
False,False,True,ECO02956
False,True,False,ECO02961
False,False,True,ECO02962
True,False,False,ECO02963
False,False,True,ECO02964
False,True,False,ECO02965
False,True,False,ECO02966
False,False,True,ECO02967
False,False,True,ECO02969
False,True,False,ECO02970
False,False,True,ECO02972
False,False,True,ECO02973
True,False,False,ECO02975
False,False,True,ECO02977
False,True,False,ECO02980
False,False,True,ECO02982
False,False,True,ECO02984
False,False,True,ECO02985
False,False,True,ECO02986
False,False,True,ECO02987
False,False,True,ECO02988
False,False,True,ECO02989
False,False,True,ECO02990
False,True,False,ECO02991
True,False,False,ECO02993
False,False,True,ECO02996
False,True,False,ECO02997
True,False,False,ECO02999
False,False,True,ECO03001
False,True,False,ECO03007
False,True,False,ECO03008
True,False,False,ECO03009
False,False,True,ECO03013
False,False,True,ECO03015
False,False,True,ECO03016
False,False,True,ECO03021
False,True,False,ECO03024
False,True,False,ECO03025
False,False,True,ECO03026
False,True,False,ECO03032
False,True,False,ECO03033
False,True,False,ECO03034
False,False,True,ECO03035
False,True,False,ECO03036
True,False,False,ECO03039
False,True,False,ECO03040
True,False,False,ECO03041
True,False,False,ECO03042
False,False,True,ECO03045
True,False,False,ECO03048
False,False,True,ECO03049
True,False,False,ECO03050
False,False,True,ECO03052
False,True,False,ECO03054
False,True,False,ECO03055
False,False,True,ECO03056
False,False,True,ECO03057
True,False,False,ECO03058
True,False,False,ECO03061
True,False,False,ECO03062
False,False,True,ECO03063
False,True,False,ECO03065
False,True,False,ECO03067
False,False,True,ECO03068
False,False,True,ECO03070
False,False,True,ECO03071
False,False,True,ECO03072
True,False,False,ECO03073
True,False,False,ECO03074
False,True,False,ECO03076
False,False,True,ECO03077
False,True,False,ECO03078
False,False,True,ECO03079
False,False,True,ECO03080
False,True,False,ECO03081
False,True,False,ECO03082
False,True,False,ECO03083
False,False,True,ECO03085
False,False,True,ECO03086
False,False,True,ECO03090
True,False,False,ECO03091
True,False,False,ECO03092
False,True,False,ECO03093
True,False,False,ECO03095
False,False,True,ECO03096
False,False,True,ECO03097
False,False,True,ECO03098
False,False,True,ECO03099
False,True,False,ECO03100
False,True,False,ECO03102
False,False,True,ECO03103
True,False,False,ECO03104
False,False,True,ECO03105
True,False,False,ECO03106
False,False,True,ECO03107
True,False,False,ECO03108
False,True,False,ECO03110
False,False,True,ECO03112
False,False,True,ECO03113
False,False,True,ECO03115
False,False,True,ECO03117
False,False,True,ECO03118
False,False,True,ECO03120
False,True,False,ECO03121
False,False,True,ECO03123
False,False,True,ECO03124
False,False,True,ECO03126
False,True,False,ECO03127
False,False,True,ECO03129
True,False,False,ECO03130
False,False,True,ECO03131
False,False,True,ECO03132
True,False,False,ECO03133
False,False,True,ECO03135
False,True,False,ECO03136
True,False,False,ECO03137
False,True,False,ECO03138
False,False,True,ECO03139
True,False,False,ECO03141
False,False,True,ECO03143
False,False,True,ECO03145
False,True,False,ECO03147
False,True,False,ECO03148
False,False,True,ECO03149
False,False,True,ECO03152
False,True,False,ECO03155
False,False,True,ECO03156
False,False,True,ECO03157
False,True,False,ECO03159
False,False,True,ECO03160
True,False,False,ECO03162
False,False,True,ECO03163
False,True,False,ECO03165
True,False,False,ECO03166
False,True,False,ECO03167
False,False,True,ECO03168
False,False,True,ECO03169
False,False,True,ECO03171
False,False,True,ECO03172
False,False,True,ECO03173
False,False,True,ECO03174
False,True,False,ECO03175
False,False,True,ECO03176
False,True,False,ECO03177
True,False,False,ECO03179
False,False,True,ECO03180
False,False,True,ECO03181
False,True,False,ECO03182
False,False,True,ECO03183
False,True,False,ECO03184
False,False,True,ECO03186
False,False,True,ECO03187
False,False,True,ECO03188
False,False,True,ECO03189
False,False,True,ECO03190
False,True,False,ECO03191
False,True,False,ECO03192
False,False,True,ECO03193
False,False,True,ECO03194
False,True,False,ECO03195
False,False,True,ECO03196
True,False,False,ECO03197
False,False,True,ECO03198
False,True,False,ECO03199
False,False,True,ECO03200
True,False,False,ECO03201
False,False,True,ECO03203
False,True,False,ECO03204
True,False,False,ECO03205
False,False,True,ECO03206
False,True,False,ECO03207
False,False,True,ECO03208
False,False,True,ECO03209
True,False,False,ECO03210
False,False,True,ECO03211
False,False,True,ECO03212
False,True,False,ECO03213
False,True,False,ECO03215
False,False,True,ECO03216
False,True,False,ECO03217
False,False,True,ECO03219
False,False,True,ECO03221
False,False,True,ECO03222
False,False,True,ECO03223
False,False,True,ECO03224
False,False,True,ECO03225
False,False,True,ECO03226
False,False,True,ECO03227
False,True,False,ECO03229
False,False,True,ECO03230
False,False,True,ECO03232
False,True,False,ECO03233
False,True,False,ECO03234
False,False,True,ECO03235
False,False,True,ECO03236
True,False,False,ECO03238
False,False,True,ECO03240
True,False,False,ECO03241
False,False,True,ECO03242
False,False,True,ECO03243
False,False,True,ECO03244
False,True,False,ECO03245
True,False,False,ECO03246
False,True,False,ECO03248
False,True,False,ECO03249
True,False,False,ECO03252
False,False,True,ECO03254
False,True,False,ECO03255
False,True,False,ECO03256
False,False,True,ECO03257
False,True,False,ECO03258
False,False,True,ECO03259
False,True,False,ECO03260
False,True,False,ECO03261
False,False,True,ECO03262
False,True,False,ECO03263
False,False,True,ECO03264
False,True,False,ECO03265
False,False,True,ECO03270
True,False,False,ECO03272
False,False,True,ECO03273
False,False,True,ECO03274
False,True,False,ECO03277
False,False,True,ECO03279
False,False,True,ECO03280
False,False,True,ECO03281
False,False,True,ECO03282
False,False,True,ECO03284
False,False,True,ECO03285
True,False,False,ECO03286
True,False,False,ECO03289
False,False,True,ECO03291
False,False,True,ECO03292
True,False,False,ECO03293
False,False,True,ECO03294
True,False,False,ECO03295
False,False,True,ECO03296
False,False,True,ECO03299
False,True,False,ECO03301
False,False,True,ECO03303
False,True,False,ECO03304
False,False,True,ECO03305
False,False,True,ECO03307
False,True,False,ECO03309
True,False,False,ECO03312
False,False,True,ECO03313
False,True,False,ECO03314
False,True,False,ECO03315
False,False,True,ECO03317
False,True,False,ECO03318
False,False,True,ECO03319
False,True,False,ECO03320
True,False,False,ECO03321
False,True,False,ECO03322
False,True,False,ECO03323
True,False,False,ECO03325
True,False,False,ECO03326
False,True,False,ECO03327
True,False,False,ECO03328
True,False,False,ECO03329
False,False,True,ECO03330
False,True,False,ECO03333
True,False,False,ECO03338
False,False,True,ECO03340
True,False,False,ECO03341
False,True,False,ECO03342
False,True,False,ECO03343
False,False,True,ECO03346
True,False,False,ECO03347
False,False,True,ECO03348
False,False,True,ECO03349
True,False,False,ECO03350
False,True,False,ECO03351
False,True,False,ECO03352
False,False,True,ECO03353
False,False,True,ECO03354
True,False,False,ECO03355
False,False,True,ECO03357
False,True,False,ECO03359
False,False,True,ECO03361
False,False,True,ECO03362
False,False,True,ECO03364
True,False,False,ECO03366
True,False,False,ECO03367
False,False,True,ECO03370
False,True,False,ECO03371
False,False,True,ECO03373
False,True,False,ECO03374
False,False,True,ECO03375
True,False,False,ECO03379
False,True,False,ECO03380
False,True,False,ECO03381
False,True,False,ECO03382
False,True,False,ECO03384
True,False,False,ECO03385
False,True,False,ECO03386
False,False,True,ECO03387
False,False,True,ECO03389
False,False,True,ECO03390
False,False,True,ECO03391
False,False,True,ECO03392
False,True,False,ECO03393
True,False,False,ECO03394
True,False,False,ECO03395
True,False,False,ECO03396
False,False,True,ECO03398
False,True,False,ECO03399
False,True,False,ECO03401
True,False,False,ECO03402
False,False,True,ECO03404
False,False,True,ECO03406
True,False,False,ECO03407
False,True,False,ECO03410
True,False,False,ECO03411
True,False,False,ECO03413
True,False,False,ECO03414
False,False,True,ECO03416
False,True,False,ECO03418
False,False,True,ECO03419
False,False,True,ECO03420
False,False,True,ECO03421
True,False,False,ECO03422
False,False,True,ECO03425
False,True,False,ECO03426
False,True,False,ECO03427
True,False,False,ECO03429
False,False,True,ECO03430
False,True,False,ECO03433
False,True,False,ECO03434
True,False,False,ECO03435
False,False,True,ECO03439
False,True,False,ECO03440
False,False,True,ECO03441
False,True,False,ECO03443
False,False,True,ECO03445
False,True,False,ECO03446
False,False,True,ECO03447
True,False,False,ECO03448
False,False,True,ECO03449
False,True,False,ECO03450
False,False,True,ECO03451
False,False,True,ECO03453
True,False,False,ECO03454
False,False,True,ECO03455
False,False,True,ECO03456
True,False,False,ECO03457
False,False,True,ECO03458
True,False,False,ECO03460
False,True,False,ECO03462
False,False,True,ECO03463
False,True,False,ECO03464
True,False,False,ECO03465
False,True,False,ECO03467
False,True,False,ECO03468
False,True,False,ECO03469
False,True,False,ECO03470
False,False,True,ECO03475
True,False,False,ECO03476
False,True,False,ECO03477
False,False,True,ECO03478
False,False,True,ECO03479
False,False,True,ECO03480
False,False,True,ECO03482
True,False,False,ECO03483
True,False,False,ECO03484
False,True,False,ECO03485
False,False,True,ECO03486
True,False,False,ECO03487
False,True,False,ECO03488
False,False,True,ECO03489
True,False,False,ECO03490
False,False,True,ECO03491
False,False,True,ECO03492
False,False,True,ECO03493
False,False,True,ECO03494
False,False,True,ECO03495
False,False,True,ECO03496
False,True,False,ECO03497
False,False,True,ECO03498
False,True,False,ECO03500
False,False,True,ECO03501
False,False,True,ECO03502
False,False,True,ECO03503
False,False,True,ECO03504
False,True,False,ECO03505
False,False,True,ECO03506
False,False,True,ECO03508
False,False,True,ECO03509
True,False,False,ECO03511
False,False,True,ECO03512
True,False,False,ECO03514
False,False,True,ECO03516
True,False,False,ECO03517
False,False,True,ECO03518
False,False,True,ECO03519
True,False,False,ECO03521
False,False,True,ECO03523
False,False,True,ECO03524
False,False,True,ECO03525
False,False,True,ECO03526
False,False,True,ECO03527
True,False,False,ECO03528
True,False,False,ECO03530
False,False,True,ECO03531
False,False,True,ECO03532
False,True,False,ECO03534
False,False,True,ECO03535
False,True,False,ECO03537
False,False,True,ECO03538
False,False,True,ECO03539
False,True,False,ECO03541
False,True,False,ECO03542
False,False,True,ECO03543
False,True,False,ECO03544
False,False,True,ECO03545
False,False,True,ECO03546
False,True,False,ECO03547
False,False,True,ECO03548
False,True,False,ECO03550
True,False,False,ECO03551
False,False,True,ECO03553
False,False,True,ECO03554
False,False,True,ECO03555
False,False,True,ECO03556
False,False,True,ECO03557
True,False,False,ECO03558
True,False,False,ECO03559
False,False,True,ECO03560
False,False,True,ECO03561
False,True,False,ECO03562
False,False,True,ECO03563
False,False,True,ECO03564
False,False,True,ECO03565
False,False,True,ECO03566
True,False,False,ECO03567
False,False,True,ECO03570
False,True,False,ECO03572
False,False,True,ECO03573
False,True,False,ECO03574
False,True,False,ECO03575
True,False,False,ECO03576
False,True,False,ECO03577
False,False,True,ECO03578
False,True,False,ECO03579
False,False,True,ECO03580
False,False,True,ECO03581
True,False,False,ECO03582
False,True,False,ECO03583
False,False,True,ECO03584
True,False,False,ECO03585
False,False,True,ECO03586
False,True,False,ECO03587
True,False,False,ECO03588
False,False,True,ECO03589
False,False,True,ECO03590
False,False,True,ECO03591
False,False,True,ECO03592
False,False,True,ECO03594
False,False,True,ECO03595
False,False,True,ECO03596
False,False,True,ECO03597
True,False,False,ECO03598
False,False,True,ECO03599
True,False,False,ECO03600
False,False,True,ECO03601
False,False,True,ECO03602
False,False,True,ECO03603
False,False,True,ECO03604
False,False,True,ECO03605
False,False,True,ECO03606
False,False,False,ECO03608
False,True,False,ECO03609
True,False,False,ECO03610
False,False,True,ECO03611
False,False,True,ECO03612
False,False,True,ECO03613
False,False,True,ECO03614
False,False,True,ECO03615
True,False,False,ECO03616
False,True,False,ECO03617
True,False,False,ECO03618
False,True,False,ECO03619
False,False,True,ECO03620
False,False,True,ECO03621
False,False,True,ECO03622
False,False,True,ECO03623
False,False,True,ECO03624
False,True,False,ECO03625
False,False,True,ECO03626
False,True,False,ECO03627
False,False,True,ECO03629
False,False,True,ECO03630
False,False,True,ECO03631
False,False,True,ECO03633
False,False,True,ECO03635
False,True,False,ECO03637
False,False,True,ECO03638
True,False,False,ECO03639
False,False,True,ECO03641
True,False,False,ECO03643
False,False,True,ECO03645
False,False,True,ECO03646
False,False,True,ECO03647
False,True,False,ECO03648
True,False,False,ECO03649
False,False,True,ECO03650
False,True,False,ECO03651
False,False,True,ECO03652
True,False,False,ECO03653
False,False,True,ECO03654
False,False,True,ECO03655
False,False,True,ECO03656
False,True,False,ECO03657
False,False,True,ECO03659
False,False,True,ECO03660
False,False,True,ECO03661
False,True,False,ECO03664
False,False,True,ECO03665
False,False,True,ECO03666
False,False,True,ECO03668
True,False,False,ECO03670
False,True,False,ECO03673
True,False,False,ECO03674
False,False,True,ECO03675
False,True,False,ECO03676
True,False,False,ECO03677
False,False,True,ECO03678
True,False,False,ECO03679
False,False,True,ECO03681
True,False,False,ECO03682
True,False,False,ECO03683
True,False,False,ECO03684
False,False,True,ECO03687
True,False,False,ECO03688
False,True,False,ECO03689
False,True,False,ECO03691
False,True,False,ECO03693
False,False,True,ECO03694
False,False,True,ECO03695
False,False,True,ECO03696
False,False,True,ECO03697
False,True,False,ECO03701
False,False,True,ECO03702
True,False,False,ECO03703
True,False,False,ECO03705
True,False,False,ECO03706
False,False,True,ECO03707
False,True,False,ECO03708
False,True,False,ECO03709
False,True,False,ECO03710
False,True,False,ECO03713
False,True,False,ECO03714
False,False,True,ECO03715
False,False,True,ECO03716
True,False,False,ECO03720
False,False,True,ECO03722
False,False,True,ECO03723
True,False,False,ECO03725
False,False,True,ECO03726
False,False,True,ECO03728
True,False,False,ECO03729
False,True,False,ECO03730
False,False,True,ECO03731
False,True,False,ECO03732
True,False,False,ECO03733
True,False,False,ECO03734
False,True,False,ECO03735
False,False,True,ECO03737
False,False,True,ECO03738
False,False,True,ECO03739
False,False,True,ECO03740
True,False,False,ECO03741
True,False,False,ECO03742
True,False,False,ECO03744
False,True,False,ECO03745
True,False,False,ECO03746
True,False,False,ECO03747
False,False,True,ECO03748
True,False,False,ECO03749
False,True,False,ECO03750
True,False,False,ECO03754
False,False,True,ECO03755
False,True,False,ECO03756
False,False,True,ECO03758
False,False,True,ECO03764
True,False,False,ECO03766
False,False,True,ECO03767
True,False,False,ECO03768
False,False,True,ECO03769
False,True,False,ECO03771
False,True,False,ECO03774
False,True,False,ECO03775
False,True,False,ECO03778
False,False,True,ECO03779
False,True,False,ECO03780
False,True,False,ECO03783
True,False,False,ECO03784
True,False,False,ECO03785
False,False,True,ECO03789
False,True,False,ECO03790
False,False,True,ECO03791
False,True,False,ECO03792
False,False,True,ECO03794
False,False,True,ECO03797
True,False,False,ECO03798
False,True,False,ECO03800
False,False,True,ECO03802
False,True,False,ECO03803
True,False,False,ECO03805
False,False,True,ECO03806
True,False,False,ECO03807
False,False,True,ECO03809
False,False,True,ECO03811
False,False,True,ECO03813
False,False,True,ECO03824
True,False,False,ECO03827
True,False,False,ECO03828
False,False,True,ECO03831
False,True,False,ECO03837
True,False,False,ECO03838
False,True,False,ECO03839
True,False,False,ECO03841
True,False,False,ECO03842
True,False,False,ECO03843
False,False,True,ECO03844
False,False,True,ECO03845
False,True,False,ECO03847
False,True,False,ECO03852
False,True,False,ECO03854
False,False,True,ECO03855
False,False,True,ECO03856
False,False,True,ECO03862
False,False,True,ECO03863
False,True,False,ECO03864
False,False,True,ECO03865
True,False,False,ECO03868
False,False,True,ECO03869
False,True,False,ECO03872
False,True,False,ECO03873
True,False,False,ECO03874
True,False,False,ECO03875
False,False,True,ECO03879
False,False,True,ECO03880
False,True,False,ECO03881
False,False,True,ECO03882
False,False,True,ECO03883
True,False,False,ECO03884
False,False,True,ECO03888
True,False,False,ECO03889
False,False,True,ECO03891
True,False,False,ECO03892
False,False,True,ECO03893
False,False,True,ECO03894
False,False,True,ECO03895
False,True,False,ECO03896
False,False,True,ECO03897
False,False,True,ECO03898
False,False,True,ECO03900
False,False,True,ECO03901
False,False,True,ECO03902
True,False,False,ECO03904
False,False,True,ECO03905
False,True,False,ECO03906
False,True,False,ECO03908
False,False,True,ECO03909
False,False,True,ECO03910
False,False,True,ECO03911
False,True,False,ECO03912
False,True,False,ECO03913
True,False,False,ECO03915
False,False,True,ECO03916
False,True,False,ECO03917
False,True,False,ECO03918
False,True,False,ECO03919
False,False,True,ECO03921
True,False,False,ECO03923
False,True,False,ECO03924
False,False,True,ECO03926
True,False,False,ECO03927
False,True,False,ECO03928
False,True,False,ECO03929
False,False,True,ECO03930
False,False,True,ECO03931
False,False,True,ECO03932
False,True,False,ECO03933
False,False,True,ECO03934
False,False,True,ECO03935
False,False,True,ECO03936
False,False,True,ECO03937
False,False,True,ECO03938
False,False,True,ECO03939
False,False,True,ECO03941
False,False,True,ECO03942
False,True,False,ECO03943
False,False,True,ECO03944
True,False,False,ECO03946
False,True,False,ECO03947
False,True,False,ECO03949
False,True,False,ECO03950
True,False,False,ECO03951
False,False,True,ECO03953
False,False,True,ECO03954
False,False,True,ECO03955
False,True,False,ECO03956
False,False,True,ECO03957
False,True,False,ECO03958
False,False,True,ECO03959
False,False,True,ECO03960
False,False,True,ECO03961
False,False,True,ECO03962
False,True,False,ECO03963
False,True,False,ECO03964
False,False,True,ECO03965
False,False,True,ECO03966
False,False,True,ECO03968
False,True,False,ECO03969
False,False,True,ECO03970
False,False,True,ECO03971
False,False,True,ECO03975
False,True,False,ECO03976
False,False,True,ECO03977
False,False,True,ECO03978
False,True,False,ECO03981
False,False,True,ECO03982
False,False,True,ECO03983
True,False,False,ECO03984
False,False,True,ECO03985
False,False,True,ECO03986
False,True,False,ECO03987
False,True,False,ECO03988
True,False,False,ECO03989
False,False,True,ECO03991
False,True,False,ECO03993
False,True,False,ECO03994
True,False,False,ECO03997
False,False,True,ECO03998
False,False,True,ECO04002
True,False,False,ECO04003
False,True,False,ECO04004
False,False,True,ECO04007
False,False,True,ECO04008
False,False,True,ECO04009
True,False,False,ECO04010
False,True,False,ECO04011
False,False,True,ECO04012
False,False,True,ECO04013
True,False,False,ECO04014
False,False,True,ECO04016
False,True,False,ECO04017
False,True,False,ECO04018
True,False,False,ECO04019
False,False,True,ECO04021
True,False,False,ECO04023
False,True,False,ECO04026
False,False,True,ECO04027
False,False,True,ECO04028
False,True,False,ECO04029
True,False,False,ECO04030
True,False,False,ECO04031
True,False,False,ECO04032
False,False,True,ECO04033
True,False,False,ECO04034
True,False,False,ECO04035
False,False,True,ECO04036
False,False,True,ECO04037
False,True,False,ECO04038
False,False,True,ECO04039
True,False,False,ECO04040
True,False,False,ECO04041
False,False,True,ECO04042
True,False,False,ECO04043
False,False,True,ECO04044
False,False,True,ECO04051
False,False,True,ECO04052
False,False,True,ECO04053
False,False,True,ECO04054
False,False,True,ECO04055
False,False,True,ECO04056
True,False,False,ECO04057
False,False,True,ECO04058
True,False,False,ECO04059
False,True,False,ECO04060
False,True,False,ECO04061
True,False,False,ECO04063
False,False,True,ECO04064
False,True,False,ECO04065
False,False,True,ECO04067
False,False,True,ECO04068
False,False,True,ECO04070
False,False,True,ECO04071
True,False,False,ECO04072
False,False,True,ECO04073
True,False,False,ECO04074
True,False,False,ECO04075
True,False,False,ECO04076
False,True,False,ECO04077
False,True,False,ECO04078
False,False,True,ECO04080
False,True,False,ECO04082
False,True,False,ECO04083
True,False,False,ECO04084
False,False,True,ECO04085
False,False,True,ECO04086
True,False,False,ECO04087
False,False,True,ECO04088
False,False,True,ECO04089
False,False,True,ECO04090
False,False,True,ECO04091
False,False,True,ECO04092
False,False,True,ECO04093
False,False,True,ECO04096
False,True,False,ECO04097
False,True,False,ECO04098
True,False,False,ECO04099
False,False,True,ECO04100
False,True,False,ECO04102
False,False,True,ECO04104
False,True,False,ECO04106
True,False,False,ECO04107
False,False,True,ECO04108
False,True,False,ECO04109
False,False,True,ECO04110
False,False,True,ECO04111
False,False,True,ECO04115
False,True,False,ECO04117
False,True,False,ECO04118
True,False,False,ECO04120
False,True,False,ECO04121
False,True,False,ECO04124
False,True,False,ECO04125
True,False,False,ECO04126
False,True,False,ECO04130
False,False,True,ECO04132
False,False,True,ECO04133
False,False,True,ECO04137
False,True,False,ECO04139
False,True,False,ECO04140
False,False,True,ECO04142
False,True,False,ECO04143
False,False,True,ECO04144
False,True,False,ECO04145
False,False,True,ECO04146
False,False,True,ECO04147
False,True,False,ECO04148
False,True,False,ECO04150
False,True,False,ECO04151
True,False,False,ECO04152
False,False,True,ECO04153
False,True,False,ECO04154
False,False,True,ECO04158
False,False,True,ECO04159
False,False,True,ECO04160
False,True,False,ECO04163
True,False,False,ECO04164
False,True,False,ECO04166
False,False,True,ECO04168
False,False,True,ECO04169
True,False,False,ECO04170
False,False,True,ECO04172
False,False,True,ECO04173
False,True,False,ECO04175
False,False,True,ECO04176
True,False,False,ECO04179
True,False,False,ECO04180
False,False,True,ECO04181
False,True,False,ECO04182
False,False,True,ECO04183
False,True,False,ECO04184
False,True,False,ECO04185
False,False,True,ECO04186
False,False,True,ECO04187
False,True,False,ECO04189
False,True,False,ECO04190
False,True,False,ECO04191
False,False,True,ECO04192
False,False,True,ECO04193
False,True,False,ECO04195
False,True,False,ECO04196
False,False,True,ECO04197
False,False,True,ECO04198
False,False,True,ECO04200
False,True,False,ECO04201
False,False,True,ECO04202
True,False,False,ECO04203
True,False,False,ECO04204
True,False,False,ECO04205
False,False,True,ECO04206
False,False,True,ECO04208
False,False,True,ECO04210
False,True,False,ECO04211
False,False,True,ECO04212
False,True,False,ECO04213
False,False,True,ECO04214
True,False,False,ECO04215
False,False,True,ECO04216
True,False,False,ECO04217
False,False,True,ECO04219
False,True,False,ECO04222
False,False,True,ECO04223
False,True,False,ECO04224
False,False,True,ECO04226
False,True,False,ECO04227
True,False,False,ECO04229
False,False,True,ECO04232
False,False,True,ECO04234
False,False,True,ECO04235
False,True,False,ECO04236
False,False,True,ECO04239
False,False,True,ECO04241
False,True,False,ECO04242
True,False,False,ECO04244
False,False,True,ECO04245
True,False,False,ECO04246
False,False,True,ECO04247
False,True,False,ECO04248
False,True,False,ECO04249
True,False,False,ECO04250
False,True,False,ECO04251
False,False,True,ECO04253
False,False,True,ECO04255
False,False,True,ECO04256
False,False,True,ECO04258
False,False,True,ECO04259
True,False,False,ECO04260
False,True,False,ECO04261
True,False,False,ECO04262
False,False,True,ECO04263
False,False,True,ECO04264
False,True,False,ECO04266
False,False,True,ECO04268
False,True,False,ECO04269
False,False,True,ECO04270
False,False,True,ECO04272
False,True,False,ECO04273
False,False,True,ECO04275
False,False,True,ECO04277
False,False,True,ECO04278
False,False,True,ECO04279
False,False,True,ECO04281
False,False,True,ECO04282
False,False,True,ECO04284
False,True,False,ECO04285
True,False,False,ECO04286
False,False,True,ECO04287
False,False,True,ECO04288
False,False,True,ECO04289
True,False,False,ECO04290
False,False,True,ECO04292
True,False,False,ECO04293
False,True,False,ECO04294
False,False,True,ECO04295
True,False,False,ECO04296
False,False,True,ECO04297
False,False,True,ECO04298
False,True,False,ECO04300
True,False,False,ECO04301
False,True,False,ECO04302
False,False,True,ECO04304
False,False,True,ECO04305
False,True,False,ECO04306
False,True,False,ECO04307
False,True,False,ECO04308
True,False,False,ECO04309
False,True,False,ECO04311
True,False,False,ECO04312
False,False,True,ECO04313
False,True,False,ECO04314
True,False,False,ECO04315
False,False,True,ECO04317
False,True,False,ECO04319
False,False,True,ECO04320
False,False,True,ECO04321
