composite,defagn,defstarform,galname
False,False,True,ECO06777
False,False,True,ECO06778
False,False,True,ECO06779
False,False,True,ECO06780
False,False,True,ECO06781
False,False,True,ECO06782
False,False,True,ECO06783
False,False,True,ECO06784
False,False,True,ECO06785
True,False,False,ECO06786
False,False,True,ECO06787
False,False,True,ECO06788
False,False,True,ECO06789
False,False,True,ECO06790
False,False,True,ECO06791
False,False,True,ECO06792
False,False,True,ECO06793
False,False,True,ECO06794
False,False,True,ECO06795
False,False,True,ECO06796
False,False,True,ECO06798
False,False,True,ECO06799
False,False,True,ECO06800
False,False,True,ECO06801
False,False,True,ECO06802
False,False,True,ECO06803
False,False,True,ECO06804
False,False,True,ECO06805
False,False,True,ECO06806
False,False,True,ECO06807
False,True,False,ECO06808
False,False,True,ECO06809
False,False,True,ECO06810
False,False,True,ECO06811
False,False,True,ECO06812
False,False,True,ECO06813
True,False,False,ECO06814
False,False,True,ECO06816
False,False,True,ECO06817
False,False,True,ECO06819
False,False,True,ECO06820
False,False,True,ECO06821
False,False,True,ECO06822
False,False,True,ECO06823
False,False,True,ECO06824
False,False,True,ECO06825
False,False,True,ECO06826
False,True,False,ECO06827
False,False,True,ECO06830
False,False,True,ECO06839
False,False,True,ECO06844
False,False,True,ECO06845
False,False,True,ECO06846
False,False,True,ECO06847
False,False,True,ECO06848
False,False,True,ECO06849
True,False,False,ECO06851
False,False,True,ECO06853
False,True,False,ECO06855
False,False,True,ECO06856
True,False,False,ECO06858
False,True,False,ECO06859
False,False,True,ECO06861
False,False,True,ECO06862
True,False,False,ECO06864
True,False,False,ECO06865
False,False,True,ECO06866
True,False,False,ECO06869
False,True,False,ECO06870
False,False,True,ECO06877
False,False,True,ECO06879
False,False,True,ECO06880
True,False,False,ECO06881
False,False,True,ECO06883
False,False,True,ECO06884
False,False,True,ECO06885
True,False,False,ECO06886
False,False,True,ECO06887
True,False,False,ECO06888
False,False,True,ECO06889
False,False,True,ECO06890
False,False,True,ECO06891
False,False,True,ECO06892
False,False,True,ECO06893
False,False,True,ECO06894
False,False,True,ECO06895
False,False,True,ECO06896
False,False,True,ECO06897
False,False,True,ECO06900
False,False,True,ECO06901
False,False,True,ECO06902
False,False,True,ECO06903
False,False,True,ECO06908
False,True,False,ECO06910
False,False,True,ECO06917
False,False,True,ECO06928
False,False,True,ECO06938
False,False,True,ECO06940
False,False,True,ECO06942
False,False,True,ECO06944
False,False,True,ECO06945
False,False,True,ECO06946
False,False,True,ECO06947
False,False,True,ECO06951
False,False,True,ECO06952
False,False,True,ECO06954
True,False,False,ECO06955
False,False,True,ECO06956
False,True,False,ECO06957
False,False,True,ECO06958
False,False,True,ECO06959
True,False,False,ECO06960
False,False,True,ECO06961
False,False,True,ECO06962
False,True,False,ECO06963
False,False,True,ECO06964
False,True,False,ECO06965
False,False,True,ECO06966
False,False,True,ECO06967
False,False,True,ECO06968
False,False,True,ECO06970
False,False,True,ECO06971
True,False,False,ECO06972
False,True,False,ECO06973
False,False,True,ECO06975
False,False,True,ECO06976
False,False,True,ECO06977
False,False,True,ECO06978
False,False,True,ECO06979
False,True,False,ECO06980
False,False,True,ECO06981
False,False,True,ECO06982
False,False,True,ECO06983
False,False,True,ECO06984
False,False,True,ECO06986
False,False,True,ECO06987
False,False,True,ECO06988
False,False,True,ECO06989
False,True,False,ECO06990
False,False,True,ECO06991
False,False,True,ECO06995
False,False,True,ECO06996
False,False,True,ECO06997
True,False,False,ECO07000
False,False,True,ECO07001
False,False,True,ECO07002
False,False,True,ECO07003
True,False,False,ECO07004
False,False,True,ECO07005
False,False,True,ECO07006
False,False,True,ECO07007
False,False,True,ECO07008
False,False,True,ECO07009
True,False,False,ECO07010
False,False,True,ECO07012
False,True,False,ECO07013
False,False,True,ECO07014
False,False,True,ECO07016
True,False,False,ECO07018
False,False,True,ECO07019
True,False,False,ECO07020
False,False,True,ECO07021
False,False,True,ECO07022
False,False,True,ECO07023
True,False,False,ECO07024
False,False,True,ECO07025
False,False,True,ECO07026
False,True,False,ECO07028
False,False,True,ECO07029
True,False,False,ECO07030
False,False,True,ECO07032
False,False,True,ECO07033
False,False,True,ECO07036
False,False,True,ECO07037
True,False,False,ECO07038
False,False,True,ECO07039
False,False,True,ECO07041
True,False,False,ECO07042
True,False,False,ECO07044
False,True,False,ECO07054
False,True,False,ECO07059
False,False,True,ECO07065
False,False,True,ECO07066
False,True,False,ECO07067
False,False,True,ECO07069
False,False,True,ECO07070
False,False,True,ECO07071
False,True,False,ECO07072
False,False,True,ECO07073
False,False,True,ECO07075
False,False,True,ECO07076
False,False,True,ECO07077
False,False,True,ECO07078
False,False,True,ECO07079
False,False,True,ECO07080
False,False,True,ECO07081
False,False,True,ECO07082
False,False,True,ECO07083
False,False,True,ECO07084
False,False,True,ECO07085
False,True,False,ECO07086
False,True,False,ECO07088
False,False,True,ECO07089
False,False,True,ECO07091
False,False,True,ECO07092
False,False,True,ECO07093
True,False,False,ECO07094
False,False,True,ECO07095
False,False,True,ECO07098
False,False,True,ECO07099
False,False,True,ECO07100
False,False,True,ECO07101
False,True,False,ECO07102
False,False,True,ECO07104
False,False,True,ECO07105
False,False,True,ECO07106
False,False,True,ECO07107
False,False,True,ECO07108
False,False,True,ECO07109
False,False,True,ECO07110
False,False,True,ECO07112
False,True,False,ECO07113
False,False,True,ECO07114
False,False,True,ECO07115
False,False,True,ECO07117
False,False,True,ECO07118
False,False,True,ECO07119
False,False,True,ECO07121
False,False,True,ECO07123
False,False,True,ECO07124
True,False,False,ECO07125
False,False,True,ECO07127
False,False,True,ECO07128
False,False,True,ECO07129
False,False,True,ECO07130
False,False,True,ECO07133
False,False,True,ECO07134
False,True,False,ECO07135
False,False,True,ECO07136
False,False,True,ECO07137
False,True,False,ECO07139
False,False,True,ECO07140
False,False,True,ECO07141
False,False,True,ECO07142
False,True,False,ECO07143
False,False,True,ECO07144
False,False,True,ECO07145
True,False,False,ECO07146
False,False,True,ECO07147
True,False,False,ECO07148
False,False,True,ECO07149
False,False,True,ECO07150
False,False,True,ECO07151
True,False,False,ECO07154
False,True,False,ECO07155
False,False,True,ECO07156
False,False,True,ECO07157
False,False,True,ECO07159
False,False,True,ECO07162
False,False,True,ECO07163
False,False,True,ECO07164
False,False,True,ECO07165
False,False,True,ECO07166
False,False,True,ECO07167
False,False,True,ECO07168
True,False,False,ECO07169
True,False,False,ECO07171
False,False,True,ECO07172
False,False,True,ECO07173
False,False,True,ECO07174
False,False,True,ECO07175
False,False,True,ECO07176
False,False,True,ECO07177
False,False,True,ECO07178
False,False,True,ECO07181
False,False,True,ECO07182
False,False,True,ECO07183
False,False,True,ECO07184
False,False,True,ECO07185
False,True,False,ECO07186
True,False,False,ECO07187
False,False,True,ECO07188
False,False,True,ECO07189
False,False,True,ECO07190
False,False,True,ECO07191
False,False,True,ECO07192
False,False,True,ECO07193
False,False,True,ECO07194
False,False,True,ECO07195
False,False,True,ECO07197
False,False,True,ECO07198
False,True,False,ECO07199
False,False,True,ECO07201
False,False,True,ECO07202
False,False,True,ECO07203
False,False,True,ECO07204
False,False,True,ECO07205
False,False,True,ECO07206
False,False,True,ECO07207
False,False,True,ECO07208
False,True,False,ECO07210
False,False,True,ECO07211
False,False,True,ECO07213
False,False,True,ECO07214
False,False,True,ECO07215
False,False,True,ECO07216
False,False,True,ECO07219
False,False,True,ECO07220
True,False,False,ECO07223
True,False,False,ECO07224
False,False,True,ECO07225
False,False,True,ECO07226
False,False,True,ECO07227
False,False,True,ECO07228
False,False,True,ECO07230
False,False,True,ECO07231
False,False,True,ECO07233
False,False,True,ECO07234
False,False,True,ECO07235
False,False,True,ECO07236
False,False,True,ECO07237
False,False,True,ECO07238
False,False,True,ECO07239
False,False,True,ECO07240
False,False,True,ECO07241
True,False,False,ECO07243
False,False,True,ECO07244
False,False,True,ECO07245
False,False,True,ECO07246
False,False,True,ECO07247
False,False,True,ECO07248
False,False,True,ECO07249
False,False,True,ECO07250
False,False,True,ECO07251
False,False,True,ECO07252
True,False,False,ECO07254
False,False,True,ECO07255
True,False,False,ECO07256
False,False,True,ECO07257
False,False,True,ECO07259
False,False,True,ECO07260
False,False,True,ECO07262
False,False,True,ECO07263
False,False,True,ECO07264
False,True,False,ECO07265
False,False,True,ECO07267
False,False,True,ECO07268
False,False,True,ECO07269
False,False,True,ECO07270
False,False,True,ECO07272
False,False,True,ECO07273
False,False,True,ECO07276
False,False,True,ECO07277
False,False,True,ECO07279
False,False,True,ECO07280
False,False,True,ECO07281
False,False,True,ECO07283
False,False,True,ECO07284
False,False,True,ECO07285
False,False,True,ECO07288
True,False,False,ECO07289
False,False,True,ECO07290
False,False,True,ECO07291
False,False,True,ECO07292
False,False,True,ECO07294
False,False,True,ECO07297
False,False,True,ECO07299
True,False,False,ECO07300
True,False,False,ECO07301
False,False,True,ECO07302
False,False,True,ECO07303
False,False,True,ECO07304
False,False,True,ECO07305
False,False,True,ECO07306
False,False,True,ECO07307
False,False,True,ECO07308
False,False,True,ECO07309
False,False,True,ECO07310
False,False,True,ECO07313
True,False,False,ECO07314
False,False,True,ECO07315
False,False,True,ECO07316
False,False,True,ECO07317
False,False,True,ECO07318
False,False,True,ECO07319
False,False,True,ECO07321
False,False,True,ECO07322
False,False,True,ECO07323
False,False,True,ECO07325
False,False,True,ECO07326
False,False,True,ECO07327
False,False,True,ECO07329
False,False,True,ECO07330
False,False,True,ECO07331
False,False,True,ECO07332
False,False,True,ECO07333
False,False,True,ECO07334
False,False,True,ECO07335
False,False,True,ECO07336
False,False,True,ECO07337
False,False,True,ECO07338
False,False,True,ECO07339
False,False,True,ECO07340
False,False,True,ECO07341
False,False,True,ECO07343
False,False,True,ECO07344
False,False,True,ECO07345
False,False,True,ECO07346
False,False,True,ECO07347
False,False,True,ECO07348
False,False,True,ECO07349
False,False,True,ECO07350
False,False,True,ECO07351
False,False,True,ECO07352
False,True,False,ECO07353
False,False,True,ECO07354
False,False,True,ECO07355
False,False,True,ECO07356
False,False,True,ECO07357
False,False,True,ECO07359
True,False,False,ECO07360
False,False,True,ECO07361
False,False,True,ECO07362
False,True,False,ECO07363
False,False,True,ECO07364
False,False,True,ECO07365
False,False,True,ECO07367
False,False,True,ECO07368
False,False,True,ECO07369
False,False,True,ECO07370
False,True,False,ECO07371
False,False,True,ECO07372
False,False,True,ECO07373
False,False,True,ECO07374
False,False,True,ECO07375
False,False,True,ECO07378
False,False,True,ECO07379
False,False,True,ECO07380
False,False,True,ECO07381
False,False,True,ECO07383
False,False,True,ECO07384
False,False,True,ECO07386
False,False,True,ECO07390
False,False,True,ECO07392
False,True,False,ECO07394
False,False,True,ECO07395
False,False,True,ECO07396
False,False,True,ECO07397
False,False,True,ECO07398
True,False,False,ECO07399
False,False,True,ECO07401
False,False,True,ECO07402
False,False,True,ECO07404
False,True,False,ECO07405
False,False,True,ECO07407
False,False,True,ECO07409
False,False,True,ECO07411
False,False,True,ECO07412
False,False,True,ECO07413
False,False,True,ECO07414
False,False,True,ECO07415
False,False,True,ECO07416
False,True,False,ECO07417
False,False,True,ECO07419
False,False,True,ECO07421
False,False,True,ECO07422
False,False,True,ECO07423
False,False,True,ECO07424
False,False,True,ECO07426
False,False,True,ECO07427
False,False,True,ECO07430
False,False,True,ECO07431
False,False,True,ECO07432
False,False,True,ECO07433
False,False,True,ECO07434
False,False,True,ECO07435
False,False,True,ECO07436
False,True,False,ECO07438
True,False,False,ECO07439
False,False,True,ECO07440
False,False,True,ECO07441
False,False,True,ECO07443
False,False,True,ECO07444
False,False,True,ECO07445
False,False,True,ECO07446
False,False,True,ECO07448
False,False,True,ECO07449
False,False,True,ECO07450
False,False,True,ECO07451
False,False,True,ECO07452
False,False,True,ECO07453
True,False,False,ECO07454
False,True,False,ECO07456
False,False,True,ECO07457
False,False,True,ECO07458
False,False,True,ECO07459
False,False,True,ECO07460
False,True,False,ECO07461
False,False,True,ECO07462
False,False,True,ECO07463
False,False,True,ECO07464
False,False,True,ECO07465
False,False,True,ECO07466
False,False,True,ECO07467
False,False,True,ECO07468
False,False,True,ECO07469
False,False,True,ECO07470
False,False,True,ECO07471
False,False,True,ECO07473
False,False,True,ECO07474
False,False,True,ECO07475
False,False,True,ECO07476
False,False,True,ECO07477
False,False,True,ECO07478
False,False,True,ECO07479
False,False,True,ECO07480
False,False,True,ECO07482
False,False,True,ECO07483
False,False,True,ECO07484
False,False,True,ECO07485
False,False,True,ECO07486
False,False,True,ECO07487
False,False,True,ECO07488
False,False,True,ECO07489
False,False,True,ECO07490
False,False,True,ECO07491
False,False,True,ECO07492
False,False,True,ECO07493
False,False,True,ECO07494
False,False,True,ECO07495
False,False,True,ECO07496
False,False,True,ECO07497
False,False,True,ECO07498
False,False,True,ECO07499
False,False,True,ECO07500
False,False,True,ECO07501
False,False,True,ECO07502
False,False,True,ECO07503
False,False,True,ECO07504
False,False,True,ECO07505
False,False,True,ECO07506
False,False,True,ECO07507
False,False,True,ECO07508
False,False,True,ECO07509
False,False,True,ECO07510
True,False,False,ECO07511
False,False,True,ECO07512
False,False,True,ECO07513
False,True,False,ECO07514
False,False,True,ECO07515
False,False,True,ECO07516
False,False,True,ECO07517
False,False,True,ECO07518
False,False,True,ECO07519
False,False,True,ECO07520
False,False,True,ECO07521
False,False,True,ECO07522
False,False,True,ECO07523
False,False,True,ECO07524
False,False,True,ECO07525
False,False,True,ECO07526
False,False,True,ECO07527
False,False,True,ECO07529
False,False,True,ECO07531
False,False,True,ECO07532
False,False,True,ECO07533
False,False,True,ECO07534
False,False,True,ECO07535
False,False,True,ECO07536
False,False,True,ECO07537
False,False,True,ECO07538
True,False,False,ECO07539
False,False,True,ECO07540
False,False,True,ECO07541
False,False,True,ECO07542
False,False,True,ECO07543
False,False,True,ECO07544
False,False,True,ECO07546
False,False,True,ECO07547
False,False,True,ECO07548
False,False,True,ECO07549
False,False,True,ECO07550
False,False,True,ECO07551
False,False,True,ECO07553
False,False,True,ECO07554
False,False,True,ECO07555
False,False,True,ECO07556
False,False,True,ECO07557
True,False,False,ECO07558
False,False,True,ECO07559
True,False,False,ECO07560
False,False,True,ECO07561
False,False,True,ECO07562
False,False,True,ECO07563
False,False,True,ECO07566
False,False,True,ECO07567
False,False,True,ECO07568
False,False,True,ECO07569
False,True,False,ECO07570
False,False,True,ECO07571
False,False,True,ECO07572
False,False,True,ECO07573
False,False,True,ECO07574
False,False,True,ECO07575
False,False,True,ECO07576
False,False,True,ECO07577
False,False,True,ECO07578
False,False,True,ECO07579
False,False,True,ECO07580
False,True,False,ECO07581
False,False,True,ECO07582
False,False,True,ECO07583
False,False,True,ECO07584
False,True,False,ECO07585
False,False,True,ECO07586
False,False,True,ECO07587
False,False,True,ECO07588
False,False,True,ECO07589
False,False,True,ECO07590
False,False,True,ECO07591
False,False,True,ECO07592
False,False,True,ECO07593
False,False,True,ECO07595
False,False,True,ECO07596
False,False,True,ECO07597
False,False,True,ECO07599
False,False,True,ECO07600
False,False,True,ECO07601
False,False,True,ECO07602
False,True,False,ECO07603
False,False,True,ECO07605
False,False,True,ECO07606
False,False,True,ECO07607
False,False,True,ECO07608
False,False,True,ECO07609
False,False,True,ECO07611
False,False,True,ECO07612
True,False,False,ECO07613
True,False,False,ECO07614
False,False,True,ECO07615
False,False,True,ECO07616
False,False,True,ECO07617
True,False,False,ECO07618
False,False,True,ECO07619
False,False,True,ECO07620
False,False,True,ECO07621
False,False,True,ECO07622
False,False,True,ECO07623
False,False,True,ECO07624
False,False,True,ECO07625
False,False,True,ECO07626
False,False,True,ECO07627
False,False,True,ECO07628
False,False,True,ECO07630
True,False,False,ECO07631
False,False,True,ECO07632
False,False,True,ECO07633
False,False,True,ECO07634
True,False,False,ECO07635
True,False,False,ECO07636
True,False,False,ECO07638
False,False,True,ECO07639
False,False,True,ECO07640
False,False,True,ECO07641
False,False,True,ECO07642
False,False,True,ECO07643
False,True,False,ECO07644
False,False,True,ECO07645
False,False,True,ECO07647
False,False,True,ECO07648
False,False,True,ECO07649
False,False,True,ECO07650
True,False,False,ECO07651
True,False,False,ECO07652
True,False,False,ECO07654
False,False,True,ECO07655
False,False,True,ECO07656
False,False,True,ECO07657
False,False,True,ECO07658
False,False,True,ECO07659
False,False,True,ECO07660
False,False,True,ECO07661
False,False,True,ECO07662
False,False,True,ECO07663
False,False,True,ECO07664
False,False,True,ECO07665
False,False,True,ECO07666
False,False,True,ECO07667
False,False,True,ECO07668
False,False,True,ECO07669
False,False,True,ECO07670
True,False,False,ECO07671
False,False,True,ECO07672
False,False,True,ECO07673
False,False,True,ECO07674
False,False,True,ECO07675
False,False,True,ECO07676
False,False,True,ECO07677
True,False,False,ECO07678
False,False,True,ECO07679
False,False,True,ECO07680
False,True,False,ECO07681
False,False,True,ECO07682
False,False,True,ECO07683
False,False,True,ECO07684
False,False,True,ECO07685
False,False,True,ECO07686
False,False,True,ECO07687
False,False,True,ECO07688
False,False,True,ECO07689
False,False,True,ECO07690
False,False,True,ECO07691
False,True,False,ECO07693
False,False,True,ECO07694
False,False,True,ECO07695
False,False,True,ECO07696
False,False,True,ECO07697
False,False,True,ECO07698
False,True,False,ECO07699
False,False,True,ECO07700
False,False,True,ECO07701
True,False,False,ECO07702
True,False,False,ECO07703
True,False,False,ECO07704
False,False,True,ECO07705
False,False,True,ECO07706
False,False,True,ECO07707
False,False,True,ECO07708
False,False,True,ECO07709
False,False,True,ECO07710
False,False,True,ECO07711
False,False,True,ECO07712
False,False,True,ECO07713
False,True,False,ECO07714
False,False,True,ECO07715
False,False,True,ECO07716
False,False,True,ECO07717
False,False,True,ECO07718
False,False,True,ECO07719
False,False,True,ECO07720
False,False,True,ECO07722
True,False,False,ECO07723
True,False,False,ECO07724
False,False,True,ECO07726
True,False,False,ECO07727
False,False,True,ECO07728
False,False,True,ECO07729
False,False,True,ECO07730
False,False,True,ECO07731
False,False,True,ECO07732
False,False,True,ECO07733
False,False,True,ECO07734
False,False,True,ECO07735
False,False,True,ECO07736
False,False,True,ECO07737
False,False,True,ECO07738
False,False,True,ECO07739
False,False,True,ECO07740
False,False,True,ECO07741
False,False,True,ECO07742
True,False,False,ECO07743
True,False,False,ECO07744
False,False,True,ECO07746
False,True,False,ECO07747
False,False,True,ECO07748
False,False,True,ECO07749
False,False,True,ECO07750
False,False,True,ECO07751
False,False,True,ECO07753
False,True,False,ECO07754
False,False,True,ECO07755
False,False,True,ECO07758
False,False,True,ECO07759
True,False,False,ECO07760
False,False,True,ECO07761
False,False,True,ECO07762
False,False,True,ECO07763
False,False,True,ECO07764
False,False,True,ECO07765
False,False,True,ECO07767
False,False,True,ECO07768
False,False,True,ECO07769
False,False,True,ECO07770
False,False,True,ECO07771
False,False,True,ECO07773
False,False,True,ECO07774
False,False,True,ECO07775
False,False,True,ECO07776
False,False,True,ECO07777
False,False,True,ECO07778
False,False,True,ECO07779
False,True,False,ECO07780
False,False,True,ECO07781
False,False,True,ECO07782
False,False,True,ECO07783
False,False,True,ECO07784
False,False,True,ECO07785
True,False,False,ECO07786
False,False,True,ECO07787
True,False,False,ECO07788
False,False,True,ECO07789
False,False,True,ECO07791
False,False,True,ECO07792
False,False,True,ECO07793
False,False,True,ECO07794
False,False,True,ECO07795
False,False,True,ECO07796
False,False,True,ECO07797
False,False,True,ECO07798
False,False,True,ECO07799
False,False,True,ECO07800
False,False,True,ECO07801
False,True,False,ECO07802
False,False,True,ECO07803
False,False,True,ECO07804
False,False,True,ECO07805
False,False,True,ECO07806
False,False,True,ECO07807
False,False,True,ECO07808
False,False,True,ECO07809
False,False,True,ECO07810
False,False,True,ECO07811
False,False,True,ECO07812
False,False,True,ECO07814
False,False,True,ECO07815
False,False,True,ECO07816
False,False,True,ECO07817
False,False,True,ECO07818
False,False,True,ECO07820
False,False,True,ECO07822
False,False,True,ECO07823
False,True,False,ECO07824
False,False,True,ECO07826
False,False,True,ECO07827
False,False,True,ECO07829
False,False,True,ECO07830
False,False,True,ECO07832
False,False,True,ECO07833
False,False,True,ECO07834
False,False,True,ECO07836
False,False,True,ECO07837
True,False,False,ECO07839
False,False,True,ECO07840
False,False,True,ECO07841
False,False,True,ECO07842
False,False,True,ECO07843
False,False,True,ECO07844
False,False,True,ECO07845
False,False,True,ECO07846
False,False,True,ECO07847
False,False,True,ECO07849
False,False,True,ECO07850
False,False,True,ECO07851
False,False,True,ECO07854
False,False,True,ECO07855
False,False,True,ECO07856
False,False,True,ECO07857
False,False,True,ECO07859
False,False,True,ECO07860
False,False,True,ECO07861
False,False,True,ECO07862
False,False,True,ECO07863
False,False,True,ECO07864
False,False,True,ECO07865
False,False,True,ECO07866
False,False,True,ECO07867
False,False,True,ECO07868
False,True,False,ECO07869
False,False,True,ECO07870
False,False,True,ECO07871
False,False,True,ECO07872
False,False,True,ECO07873
False,False,True,ECO07874
False,False,True,ECO07875
False,False,True,ECO07876
False,False,True,ECO07877
False,False,True,ECO07878
False,False,True,ECO07879
False,False,True,ECO07881
False,False,True,ECO07882
False,False,True,ECO07883
False,False,True,ECO07884
False,False,True,ECO07886
False,False,True,ECO07887
False,False,True,ECO07888
False,False,True,ECO07889
False,False,True,ECO07890
False,False,True,ECO07893
False,False,True,ECO07894
False,False,True,ECO07895
False,False,True,ECO07896
False,False,True,ECO07897
True,False,False,ECO07898
False,True,False,ECO07899
False,False,True,ECO07901
False,False,True,ECO07903
False,False,True,ECO07904
False,False,True,ECO07905
False,False,True,ECO07907
False,False,True,ECO07910
False,False,True,ECO07911
False,False,True,ECO07912
False,True,False,ECO07913
False,False,True,ECO07914
False,False,True,ECO07915
False,False,True,ECO07916
False,False,True,ECO07917
True,False,False,ECO07918
False,False,True,ECO07919
False,False,True,ECO07920
False,True,False,ECO07922
False,False,True,ECO07925
False,False,True,ECO07926
False,False,True,ECO07927
False,False,True,ECO07928
False,False,True,ECO07929
False,False,True,ECO07930
False,False,True,ECO07932
False,False,True,ECO07933
False,False,True,ECO07934
True,False,False,ECO07935
False,False,True,ECO07936
False,False,True,ECO07937
False,False,True,ECO07939
False,True,False,ECO07940
False,False,True,ECO07941
False,False,True,ECO07942
True,False,False,ECO07943
False,False,True,ECO07944
False,False,True,ECO07946
True,False,False,ECO07947
False,False,True,ECO07948
False,False,True,ECO07949
False,False,True,ECO07950
True,False,False,ECO07951
False,False,True,ECO07952
False,False,True,ECO07953
False,False,True,ECO07954
False,False,True,ECO07955
False,False,True,ECO07956
False,True,False,ECO07958
False,False,True,ECO07959
False,False,True,ECO07960
False,False,True,ECO07961
False,False,True,ECO07962
False,False,True,ECO07963
False,False,True,ECO07964
False,False,True,ECO07965
False,False,True,ECO07966
False,False,True,ECO07967
False,True,False,ECO07968
False,False,True,ECO07969
False,False,True,ECO07970
False,False,True,ECO07971
False,False,True,ECO07972
False,False,True,ECO07973
False,False,True,ECO07974
False,False,True,ECO07975
False,False,True,ECO07976
False,False,True,ECO07977
False,False,True,ECO07978
False,False,True,ECO07979
False,True,False,ECO07980
False,False,True,ECO07981
False,False,True,ECO07982
False,False,True,ECO07983
False,False,True,ECO07984
False,False,True,ECO07985
False,False,True,ECO07986
False,False,True,ECO07987
False,False,True,ECO07988
False,True,False,ECO07989
False,False,True,ECO07990
False,False,True,ECO07991
False,True,False,ECO07992
False,False,True,ECO07993
False,False,True,ECO07994
True,False,False,ECO07996
False,False,True,ECO07997
False,False,True,ECO07998
False,False,True,ECO07999
False,False,True,ECO08000
False,False,True,ECO08001
True,False,False,ECO08002
False,False,True,ECO08003
False,False,True,ECO08004
False,False,True,ECO08005
False,False,True,ECO08006
False,False,True,ECO08007
False,False,True,ECO08008
False,False,True,ECO08009
False,False,True,ECO08010
False,False,True,ECO08011
False,False,True,ECO08012
False,False,True,ECO08013
False,False,True,ECO08014
False,False,True,ECO08015
False,False,True,ECO08016
False,False,True,ECO08018
True,False,False,ECO08019
False,False,True,ECO08020
False,False,True,ECO08021
False,False,True,ECO08022
False,True,False,ECO08023
False,False,True,ECO08024
False,False,True,ECO08025
False,False,True,ECO08026
False,False,True,ECO08027
False,False,True,ECO08029
False,False,True,ECO08030
False,False,True,ECO08032
False,False,True,ECO08033
False,False,True,ECO08034
False,False,True,ECO08035
False,False,True,ECO08036
False,False,True,ECO08037
False,False,True,ECO08038
False,False,True,ECO08039
False,False,True,ECO08040
False,False,True,ECO08041
True,False,False,ECO08042
False,False,True,ECO08043
False,False,True,ECO08044
False,False,True,ECO08047
False,False,True,ECO08048
False,True,False,ECO08049
False,False,True,ECO08050
False,False,True,ECO08051
True,False,False,ECO08052
False,False,True,ECO08053
False,False,True,ECO08054
False,False,True,ECO08055
False,False,True,ECO08056
False,False,True,ECO08057
False,False,True,ECO08058
False,True,False,ECO08059
False,False,True,ECO08060
False,False,True,ECO08061
True,False,False,ECO08062
False,False,True,ECO08063
False,False,True,ECO08064
False,False,True,ECO08065
False,False,True,ECO08066
True,False,False,ECO08067
False,True,False,ECO08068
False,False,True,ECO08069
False,False,True,ECO08070
False,False,True,ECO08071
False,False,True,ECO08072
False,False,True,ECO08073
False,False,True,ECO08074
False,False,True,ECO08075
False,False,True,ECO08076
True,False,False,ECO08077
False,False,True,ECO08078
False,False,True,ECO08079
False,False,True,ECO08080
False,False,True,ECO08081
False,False,True,ECO08082
False,False,True,ECO08083
False,False,True,ECO08084
False,False,True,ECO08085
False,False,True,ECO08086
False,False,True,ECO08087
False,False,True,ECO08088
False,False,True,ECO08089
True,False,False,ECO08091
False,False,True,ECO08092
False,False,True,ECO08093
False,False,True,ECO08094
False,False,True,ECO08095
False,False,True,ECO08096
False,False,True,ECO08097
False,False,True,ECO08098
True,False,False,ECO08099
False,False,True,ECO08100
False,False,True,ECO08101
False,False,True,ECO08102
False,False,True,ECO08103
False,False,True,ECO08104
True,False,False,ECO08105
False,False,True,ECO08106
False,False,True,ECO08107
False,False,True,ECO08108
False,False,True,ECO08110
False,False,True,ECO08111
False,False,True,ECO08114
False,False,True,ECO08115
False,False,True,ECO08116
False,False,True,ECO08117
False,False,True,ECO08118
True,False,False,ECO08119
False,True,False,ECO08120
False,False,True,ECO08121
False,False,True,ECO08122
False,False,True,ECO08123
False,False,True,ECO08124
False,False,True,ECO08125
False,False,True,ECO08127
False,False,True,ECO08128
False,False,True,ECO08129
False,False,True,ECO08130
False,False,True,ECO08131
False,False,True,ECO08132
False,False,True,ECO08134
False,False,True,ECO08135
False,False,True,ECO08136
False,True,False,ECO08137
False,False,True,ECO08138
False,False,True,ECO08139
False,False,True,ECO08140
False,False,True,ECO08141
False,False,True,ECO08142
False,False,True,ECO08144
False,True,False,ECO08145
False,False,True,ECO08146
False,False,True,ECO08147
False,False,True,ECO08148
False,False,True,ECO08149
False,False,True,ECO08150
False,False,True,ECO08153
False,False,True,ECO08156
False,False,True,ECO08157
False,False,True,ECO08158
False,False,True,ECO08160
False,True,False,ECO08161
False,False,True,ECO08162
False,False,True,ECO08163
False,False,True,ECO08166
True,False,False,ECO08168
False,False,True,ECO08169
False,False,True,ECO08170
False,False,True,ECO08171
False,False,True,ECO08173
False,False,True,ECO08175
False,False,True,ECO08177
False,False,True,ECO08179
False,False,True,ECO08183
False,False,True,ECO08184
False,True,False,ECO08185
True,False,False,ECO08187
True,False,False,ECO08189
False,False,True,ECO08191
False,False,True,ECO08192
False,False,True,ECO08196
False,False,True,ECO08197
True,False,False,ECO08198
False,False,True,ECO08200
False,False,True,ECO08201
True,False,False,ECO08202
False,False,True,ECO08208
False,False,True,ECO08210
False,False,True,ECO08211
True,False,False,ECO08212
False,False,True,ECO08213
False,False,True,ECO08216
False,False,True,ECO08217
False,False,True,ECO08220
False,False,True,ECO08221
False,False,True,ECO08223
False,False,True,ECO08224
False,False,True,ECO08225
False,False,True,ECO08226
False,False,True,ECO08227
False,False,True,ECO08228
