name,name,radeg,dedeg,inbarysample,jhu_agnbptonly,jhu_ambigagn,jhu_comp,jhu_conv,jhu_inbptsample,jhu_inbptvosample,jhu_lin,jhu_lowsii,jhu_s06bonus,jhu_sf,jhu_sfagn,jhu_sy,port_agnbptonly,port_ambigagn,port_comp,port_conv,port_inbptsample,port_inbptvosample,port_lin,port_lowsii,port_s06bonus,port_sf,port_sfagn,port_sy,nsa_agnbptonly,nsa_ambigagn,nsa_comp,nsa_conv,nsa_inbptsample,nsa_inbptvosample,nsa_lin,nsa_lowsii,nsa_s06bonus,nsa_sf,nsa_sfagn,nsa_sy
ECO03857,ECO03857,195.4325,29.0,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03858,ECO03858,195.4458,28.095,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03859,ECO03859,195.50079,27.7828,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03860,ECO03860,195.5038,27.6533,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03861,ECO03861,195.5175,29.2533,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03862,ECO03862,195.5325,27.6486,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03863,ECO03863,195.5896,28.2314,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03864,ECO03864,195.5896,28.2567,1,1,-999,0,1,1,0,-999,-999,0,0.0,-999,-999,1,-999,0,1,1,0,-999,-999,0,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03865,ECO03865,195.6812,15.5069,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,1,0.0,0,0
ECO03866,ECO03866,195.6846,28.0456,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03867,ECO03867,140.7292,3.1569,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03868,ECO03868,195.71831,10.0947,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03869,ECO03869,195.7746,3.9917,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03870,ECO03870,195.7538,28.0325,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03871,ECO03871,195.8112,7.8019,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03872,ECO03872,195.79041,28.5836,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03873,ECO03873,195.8383,14.3778,1,1,0,0,1,1,1,1,0,0,0.0,0,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03874,ECO03874,195.8179,28.0303,1,0,-999,1,1,1,0,-999,-999,0,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03875,ECO03875,195.8712,26.5506,1,0,-999,1,1,1,0,-999,-999,0,0.0,-999,-999,0,-999,1,1,1,0,-999,-999,0,0.0,-999,-999,0,-999,1,1,1,0,-999,-999,0,0.0,-999,-999
ECO03876,ECO03876,195.9583,28.1861,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03877,ECO03877,195.9617,27.9883,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03878,ECO03878,140.73668999999998,1.4344,1,1,-999,0,1,1,0,-999,-999,0,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03879,ECO03879,195.9733,47.3867,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03880,ECO03880,196.045,22.2897,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03881,ECO03881,196.0425,28.2478,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03882,ECO03882,196.11,27.305,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0
ECO03883,ECO03883,196.0912,43.8097,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03884,ECO03884,196.17461,2.9639,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03885,ECO03885,196.2433,29.1222,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03886,ECO03886,196.2538,35.1781,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03887,ECO03887,196.3017,27.5697,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03888,ECO03888,196.31708999999998,25.9575,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,1,0.0,-999,-999,0,0,0,0,1,1,0,0,1,0.0,0,0
ECO03889,ECO03889,140.8862,33.755,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03890,ECO03890,196.35539,29.2964,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03891,ECO03891,196.4921,1.7925,1,0,-999,0,0,1,0,-999,-999,1,0.0,-999,-999,0,-999,0,0,1,0,-999,-999,1,0.0,-999,-999,0,-999,1,1,1,0,-999,-999,0,0.0,-999,-999
ECO03892,ECO03892,196.4942,3.9564,1,0,-999,1,1,1,0,-999,-999,0,0.0,-999,-999,0,-999,1,1,1,0,-999,-999,0,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03893,ECO03893,196.46671,41.7219,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03894,ECO03894,196.515,35.9803,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999
ECO03895,ECO03895,196.5629,25.4608,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03896,ECO03896,196.5721,29.0631,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03897,ECO03897,196.65829,28.85,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03898,ECO03898,196.68829,35.1006,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999
ECO03899,ECO03899,196.7292,28.5481,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03900,ECO03900,140.7838,2.4856,1,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,1,0.0,-999,-999
ECO03901,ECO03901,196.82918999999998,2.0031,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03902,ECO03902,196.80499,28.0469,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03903,ECO03903,196.9117,-0.9422,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03904,ECO03904,196.9146,6.3361,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03905,ECO03905,196.9583,-0.8686,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03906,ECO03906,196.9288,24.8106,1,1,-999,0,1,1,0,-999,-999,0,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03907,ECO03907,196.9604,18.4156,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03908,ECO03908,197.0117,6.4817,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03909,ECO03909,196.9808,34.9194,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03910,ECO03910,140.8058,2.6014,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999
ECO03911,ECO03911,197.1142,4.3703,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03912,ECO03912,197.1237,4.3678,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03913,ECO03913,197.1138,28.3206,1,1,-999,0,1,1,0,-999,-999,0,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03914,ECO03914,197.1017,35.2067,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03915,ECO03915,197.1317,24.7008,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03916,ECO03916,197.1429,21.05,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03917,ECO03917,197.2088,-0.8175,1,1,0,0,1,1,1,1,0,0,0.0,0,0,1,0,0,1,1,1,1,0,0,0.0,0,0,1,0,0,1,1,1,1,0,0,0.0,0,0
ECO03918,ECO03918,197.23039,-0.8017,1,1,0,0,1,1,1,1,0,0,0.0,0,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,1,0,0,1,1,1,1,0,0,0.0,0,0
ECO03919,ECO03919,197.265,-0.7661,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03920,ECO03920,197.2258,28.1839,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03921,ECO03921,130.2242,19.355,1,0,-999,0,0,1,0,-999,-999,1,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,0,-999,1,1,1,0,-999,-999,0,0.0,-999,-999
ECO03922,ECO03922,131.56329,27.3447,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03923,ECO03923,141.01289,49.2042,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03924,ECO03924,197.3125,8.5322,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03925,ECO03925,197.3446,6.9981,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03926,ECO03926,197.31708999999998,29.3675,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0
ECO03927,ECO03927,197.3829,0.8569,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03928,ECO03928,197.38831000000002,1.6731,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03929,ECO03929,197.395,4.9506,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03930,ECO03930,197.4525,11.6514,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03931,ECO03931,197.44791,28.9069,1,0,0,0,0,1,1,0,0,1,0.0,0,0,0,0,0,0,1,1,0,0,1,0.0,0,0,0,0,0,0,1,1,0,0,1,0.0,0,0
ECO03932,ECO03932,197.4583,24.5778,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03933,ECO03933,197.5013,19.7183,1,1,0,0,1,1,1,0,0,0,0.0,0,1,1,0,0,1,1,1,0,0,0,0.0,0,1,1,0,0,1,1,1,0,0,0,0.0,0,1
ECO03934,ECO03934,140.8154,-0.7283,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03935,ECO03935,197.5808,2.0258,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999
ECO03936,ECO03936,197.6138,18.4383,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,0,0,0,1,1,0,0,0,1.0,0,0
ECO03937,ECO03937,197.67328999999998,20.5369,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03938,ECO03938,197.6987,29.7097,1,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999
ECO03939,ECO03939,197.7354,11.4775,1,0,-999,0,0,1,0,-999,-999,1,0.0,-999,-999,0,-999,0,0,1,0,-999,-999,1,0.0,-999,-999,0,-999,0,0,1,0,-999,-999,1,0.0,-999,-999
ECO03940,ECO03940,197.7567,29.6367,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03941,ECO03941,197.7571,29.5783,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03942,ECO03942,197.84711000000001,3.4117,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03943,ECO03943,197.86,-0.2497,1,1,-999,0,1,1,0,-999,-999,0,0.0,-999,-999,1,-999,0,1,1,0,-999,-999,0,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03944,ECO03944,197.8821,8.7436,1,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999
ECO03945,ECO03945,141.0667,49.2492,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03946,ECO03946,197.9062,0.6656,1,0,0,1,1,1,1,0,0,0,0.0,0,0,0,-999,1,1,1,0,-999,-999,0,0.0,-999,-999,0,-999,1,1,1,0,-999,-999,0,0.0,-999,-999
ECO03947,ECO03947,197.9037,22.9156,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03948,ECO03948,197.90331,31.5081,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03949,ECO03949,197.9971,20.7936,1,1,-999,0,1,1,0,-999,-999,0,0.0,-999,-999,0,-999,1,1,1,0,-999,-999,0,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03950,ECO03950,197.98959,34.3653,1,1,0,0,1,1,1,1,0,0,0.0,0,0,1,0,0,1,1,1,1,0,0,0.0,0,0,1,0,0,1,1,1,1,0,0,0.0,0,0
ECO03951,ECO03951,198.0275,24.095,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03952,ECO03952,198.0329,27.3306,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03953,ECO03953,198.09081,12.1733,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03954,ECO03954,198.1767,4.7297,1,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03955,ECO03955,198.1662,12.5997,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03956,ECO03956,140.9025,2.1364,1,1,0,0,1,1,1,1,0,0,0.0,0,0,1,0,0,1,1,1,1,0,0,0.0,0,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03957,ECO03957,198.17418999999998,22.8297,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03958,ECO03958,198.1862,31.8092,1,1,-999,0,1,1,0,-999,-999,0,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03959,ECO03959,198.2421,31.2589,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999
ECO03960,ECO03960,198.2921,9.6908,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03961,ECO03961,198.33749,6.0614,1,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999
ECO03962,ECO03962,198.3571,27.7633,1,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,1,0.0,-999,-999
ECO03963,ECO03963,198.36211,27.8025,1,1,-999,0,1,1,0,-999,-999,0,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03964,ECO03964,198.3938,15.9919,1,1,-999,0,1,1,0,-999,-999,0,0.0,-999,-999,0,-999,1,1,1,0,-999,-999,0,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03965,ECO03965,198.43538999999998,6.9919,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,1,0.0,-999,-999
ECO03966,ECO03966,198.455,6.9625,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO03967,ECO03967,198.4388,24.9825,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
