name,name,radeg,dedeg,inbarysample,jhu_agnbptonly,jhu_ambigagn,jhu_comp,jhu_conv,jhu_inbptsample,jhu_inbptvosample,jhu_lin,jhu_lowsii,jhu_s06bonus,jhu_sf,jhu_sfagn,jhu_sy,port_agnbptonly,port_ambigagn,port_comp,port_conv,port_inbptsample,port_inbptvosample,port_lin,port_lowsii,port_s06bonus,port_sf,port_sfagn,port_sy,nsa_agnbptonly,nsa_ambigagn,nsa_comp,nsa_conv,nsa_inbptsample,nsa_inbptvosample,nsa_lin,nsa_lowsii,nsa_s06bonus,nsa_sf,nsa_sfagn,nsa_sy
ECO00023,ECO00023,176.2666,10.9113,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999
ECO00024,ECO00024,177.3829,10.6012,1,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00025,ECO00025,178.8537,10.2015,1,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999
ECO00026,ECO00026,194.998,27.941,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00027,ECO00027,182.31841,10.9482,1,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0
ECO00028,ECO00028,184.446,4.7829,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00029,ECO00029,193.03978999999998,15.0824,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00030,ECO00030,201.8158,4.2088,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00031,ECO00031,204.2616,4.9301,1,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00032,ECO00032,204.7258,4.1307,1,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00033,ECO00033,205.17731,4.8133,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00034,ECO00034,209.2325,11.3745,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00035,ECO00035,234.19411000000002,7.8336,1,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999
ECO00036,ECO00036,211.4268,12.074000000000002,1,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999,0,-999,0,0,1,0,-999,-999,0,1.0,-999,-999
ECO00037,ECO00037,212.0726,12.4681,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00038,ECO00038,145.58971,5.9955,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00039,ECO00039,140.38299999999998,11.3467,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00040,ECO00040,146.4603,8.9095,1,0,-999,0,0,1,0,-999,-999,1,0.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00041,ECO00041,149.44799999999998,4.5208,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00042,ECO00042,165.47548999999998,4.0465,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00043,ECO00043,166.6727,4.4445,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00044,ECO00044,169.2789,12.9255,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00045,ECO00045,176.0941,13.0102,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00046,ECO00046,195.21899,27.805,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00047,ECO00047,177.9465,11.8205,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00048,ECO00048,180.6515,4.55,0,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
ECO00049,ECO00049,184.5661,11.2269,1,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999,-999,-999,-999,0,0,0,-999,-999,-999,-999.0,-999,-999
