name,mw3,emw3,mw3_exp,emw3_exp,mw3_ap,emw3_ap
"SJUSHR3125",9.78739,0.0650947,9.59110,0.0659996,9.98693,0.00513268
"SJUSHR3126",8.93837,0.0529596,8.75297,0.0938209,9.09070,0.00253391
"SJUSHR3127",10.2207,0.195113,10.0601,0.0209707,10.5563,0.00964737
"SJUSHR3128",10.1234,0.133708,9.99800,0.152553,10.2672,0.00903463
"SJUSHR3129",11.6633,0.894576,6.78426,0.120267,11.8447,0.0254822
"SJUSHR313",0.00000,0.00000,8.73709,0.0461778,8.20675,0.00747776
"SJUSHR3130",8.64293,0.0308526,8.45943,0.00139359,8.78725,0.00244331
"SJUSHR3131",10.6647,0.466207,10.2641,0.119929,11.2053,0.0126982
"SJUSHR3132",10.4091,0.199179,9.33942,0.266607,10.5835,0.0166292
"SJUSHR3133",9.40723,0.0804492,9.17192,0.0760381,9.92461,0.00354862
"SJUSHR3134",11.7254,8.99699,11.2367,0.126136,12.1764,0.0335236
"SJUSHR3135",10.2490,0.0940637,10.0331,0.0401357,10.4932,0.00758314
"SJUSHR3136",10.6444,0.124756,9.21675,0.149381,10.7024,0.0194407
"SJUSHR3137",12.0583,1.31101,10.7887,0.188002,12.3840,0.0403852
"SJUSHR3138",11.2348,0.702569,10.0086,0.243138,11.6115,0.0254879
"SJUSHR3139",0.00000,0.00000,10.7968,0.0661561,11.9052,0.0493727
"SJUSHR314",6.67300,0.00393106,6.64939,0.0247138,6.71163,0.000677109
"SJUSHR3140",11.4127,0.258288,10.1712,0.0429500,11.5867,0.0163140
"SJUSHR3141",10.9911,3.03315,10.0204,0.203488,12.5890,0.0283098
"SJUSHR3142",8.61226,0.0158606,8.61624,0.00475353,8.66706,0.00226307
"SJUSHR3143",0.00000,0.00000,11.8352,0.104041,13.7518,0.165374
"SJUSHR3144",11.2567,0.436757,9.99713,0.178220,11.4505,0.0209198
"SJUSHR3145",10.3654,0.261837,10.1854,0.107696,10.6010,0.00874996
"SJUSHR3146",0.00000,0.00000,0.00000,0.00000,-NaN,NaN
"SJUSHR3147",9.60298,0.122755,9.84711,0.0719840,9.73313,0.00874329
"SJUSHR3148",11.0967,0.0632213,10.5105,0.0196110,11.1037,0.0306234
"SJUSHR3149",9.56908,0.0308636,9.21563,0.342166,9.72123,0.00331497
"SJUSHR315",7.67832,0.00897333,7.70713,0.00214074,7.69001,0.00192261
"SJUSHR3150",10.5057,0.0221320,10.4175,0.141238,10.5267,0.0193100
"SJUSHR3151",0.00000,0.00000,0.00000,0.00000,-NaN,NaN
"SJUSHR3152",11.5407,0.956731,11.1681,0.0523561,11.7432,0.0264759
"SJUSHR3153",9.36248,0.0455663,9.29759,0.0281776,9.66515,0.00294876
"SJUSHR3154",10.7164,1.11376,8.92640,0.0303650,10.9999,0.0243349
"SJUSHR3155",8.99165,0.0357846,9.05994,0.00511965,9.00501,0.00384998
"SJUSHR3156",9.77926,0.0668053,9.68591,0.0740059,9.90733,0.00697517
"SJUSHR3157",0.00000,0.00000,10.6201,0.136928,11.5827,0.0317173
"SJUSHR3158",8.61564,0.0143012,8.59997,0.0132216,8.71913,0.00203037
"SJUSHR3159",9.47375,0.134151,9.27910,0.0176811,9.87427,0.00466061
"SJUSHR316",6.29815,0.00225970,6.31119,0.00563054,6.32838,0.000469208
"SJUSHR3160",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"SJUSHR3161",8.16116,0.0162159,8.11888,0.00191305,8.17431,0.00252247
"SJUSHR3162",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"SJUSHR3163",10.0995,0.0363209,10.0079,0.0131263,10.1446,0.0180731
"SJUSHR3164",9.81007,0.0832775,9.12119,0.0807699,9.88640,0.0166750
"SJUSHR3165",8.72819,0.0864995,8.79929,0.0258490,8.84322,0.00685978
"SJUSHR3166",7.85259,0.00780396,7.83503,0.0261158,7.92518,0.00127411
"SJUSHR3167",11.1758,0.0403789,10.6229,0.0797453,11.2035,0.0351791
"SJUSHR3168",9.75324,0.0128978,9.54441,0.0430684,9.79361,0.0119982
"SJUSHR3169",9.15929,0.0566807,9.06749,0.0157241,9.35680,0.00467968
"SJUSHR317",6.29289,0.212976,6.56127,0.0121803,6.56120,0.00109386
"SJUSHR3170",11.7293,0.207558,10.6831,0.0694564,11.7554,0.0423164
"SJUSHR3171",8.72345,0.0268052,8.68109,0.0254819,8.76202,0.00300598
"SJUSHR3172",9.28716,0.0805056,9.27598,0.0118416,9.47125,0.00503731
"SJUSHR3173",9.28421,0.0326253,9.20170,0.00686745,9.34973,0.00636101
